timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
27530114,0,0.0,0.0,0.34906608,0.41608614,-0.032910805,0.34895948,0.4146086,-0.25444326,0.008067343,0.0023386888,0.011235434,0.0008675497,-0.001950428,-0.004030489,0.00084480835,0.51840574,-0.69520265,-0.13033894,-3.1162388,0.0,0.1,-0.011235434,0.00531744,0.0036519181,0.025960708,0.01718514,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
27634069,0,0.0,0.0,0.34984148,0.41639522,-0.033118535,0.34895948,0.4146086,-0.25444326,0.0048646266,-0.00739058,0.01711765,0.006806473,-0.001950428,-0.004030489,0.00084480835,-0.09735511,-0.4343754,0.7801165,-3.1180232,0.0,0.1,-0.01711765,0.005187766,0.0035666851,0.025771871,0.017072475,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
27730069,0,0.0,0.0,0.35013533,0.416311,-0.033212025,0.34895948,0.4146086,-0.25444326,0.008039127,0.0027198333,0.015829641,0.0054643326,-0.001950428,-0.004030489,0.00084480835,0.3254833,-0.31990764,-0.28881902,-3.1224356,0.0,0.1,-0.015829641,0.005201161,0.0035669357,0.026232578,0.017336402,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
27834069,0,0.0,0.0,0.3503623,0.41636577,-0.033227704,0.34895948,0.4146086,-0.25444326,0.002601884,0.0038460232,0.01638545,0.0060026105,-0.001950428,-0.004030489,0.00084480835,0.32888067,1.2058958,0.043296415,-3.1189222,0.0,0.1,-0.01638545,0.005120196,0.003510048,0.026152289,0.0172937,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
27938069,0,0.0,0.0,0.3501404,0.4164334,-0.03315121,0.34895948,0.4146086,-0.25444326,0.0034430637,-0.0046487832,0.015779337,0.0054308623,-0.001950428,-0.004030489,0.00084480835,-0.039249256,-1.3399725,-0.13323802,-3.1175961,0.0,0.1,-0.015779337,0.0050115013,0.003440126,0.025763523,0.017067192,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28042069,0,0.0,0.0,0.3495239,0.41619125,-0.033052955,0.34895948,0.4146086,-0.25444326,-0.00038844568,-0.0045713475,0.016411958,0.006102011,-0.001950428,-0.004030489,0.00084480835,-0.44622633,-1.6401578,-0.062744096,-3.1207004,0.0,0.1,-0.016411958,0.005264866,0.0036037324,0.026372653,0.017430473,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28145356,0,0.0,0.0,0.34889123,0.41616797,-0.032971874,0.34895948,0.4146086,-0.25444326,-0.00019944631,0.002066411,0.01796397,0.007690248,-0.001950428,-0.004030489,0.00084480835,-0.5886196,-0.07827503,0.461413,-3.1182022,0.0,0.1,-0.01796397,0.005069125,0.003480667,0.025689105,0.017033363,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28241268,0,0.0,0.0,0.34817994,0.4163184,-0.03284075,0.34895948,0.4146086,-0.25444326,-0.00011728466,-0.0022737216,0.016461873,0.0061917226,-0.001950428,-0.004030489,0.00084480835,0.19258425,-0.7478601,-0.15621172,-3.117508,0.0,0.1,-0.016461873,0.0054084426,0.0037008412,0.026536256,0.017529668,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28345302,0,0.0,0.0,0.34758013,0.4163882,-0.03276308,0.34895948,0.4146086,-0.25444326,-0.0013517253,-0.00035904604,0.0169714,0.0066805114,-0.001950428,-0.004030489,0.00084480835,0.618752,-0.55831087,0.077245034,-3.1196177,0.0,0.1,-0.0169714,0.0051034293,0.0035058882,0.025686791,0.017032856,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28449276,0,0.0,0.0,0.34691325,0.4166256,-0.032627415,0.34895948,0.4146086,-0.25444326,-0.0014170731,0.002555117,0.017426651,0.0070943986,-0.001950428,-0.004030489,0.00084480835,0.42454562,0.5491803,0.00704622,-3.1177373,0.0,0.1,-0.017426651,0.0052057076,0.0035716104,0.026017096,0.017225774,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28553269,0,0.0,0.0,0.34634933,0.4168513,-0.03253717,0.34895948,0.4146086,-0.25444326,-0.0029994473,0.00071215315,0.018075993,0.007691553,-0.001950428,-0.004030489,0.00084480835,-0.22096829,0.33428383,0.099956915,-3.117739,0.0,0.1,-0.018075993,0.005370004,0.003676067,0.026520481,0.017524764,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28649288,0,0.0,0.0,0.34596294,0.41694462,-0.03247428,0.34895948,0.4146086,-0.25444326,-0.0015211905,0.006339456,0.017800583,0.0073765256,-0.001950428,-0.004030489,0.00084480835,0.8813068,1.4254134,0.08453915,-3.1187174,0.0,0.1,-0.017800583,0.004970489,0.0034191804,0.025412602,0.016871484,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28756509,0,0.0,0.0,0.34555542,0.41713372,-0.03243226,0.34895948,0.4146086,-0.25444326,-0.0039678076,0.006560152,0.018861117,0.008352525,-0.001950428,-0.004030489,0.00084480835,0.4877633,1.139029,-0.1235845,-3.1173024,0.0,0.1,-0.018861117,0.0051969304,0.003562894,0.02616344,0.01731384,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28852469,0,0.0,0.0,0.34514725,0.41711304,-0.032376524,0.34895948,0.4146086,-0.25444326,-0.0023319619,-0.000161034,0.017361365,0.0068146316,-0.001950428,-0.004030489,0.00084480835,0.23024915,-0.029274093,0.42065126,-3.117922,0.0,0.1,-0.017361365,0.005272993,0.0036113667,0.026351018,0.017426012,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
28956469,0,0.0,0.0,0.34487703,0.41705534,-0.03239112,0.34895948,0.4146086,-0.25444326,-0.0027224363,-8.045182e-05,0.01673788,0.0062069115,-0.001950428,-0.004030489,0.00084480835,0.31653428,0.25632966,0.031148952,-3.1183412,0.0,0.1,-0.01673788,0.005129331,0.0035207483,0.026005879,0.017242499,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29060471,0,0.0,0.0,0.34485248,0.41698545,-0.03234732,0.34895948,0.4146086,-0.25444326,-0.002175359,0.002098629,0.017565118,0.007055238,-0.001950428,-0.004030489,0.00084480835,-0.06873323,0.41670153,0.03600353,-3.1169043,0.0,0.1,-0.017565118,0.0053116404,0.0036388116,0.026415624,0.017477427,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29156491,0,0.0,0.0,0.34497666,0.4168478,-0.03227537,0.34895948,0.4146086,-0.25444326,-0.00053450535,0.0010069406,0.017818965,0.00729779,-0.001950428,-0.004030489,0.00084480835,-0.18724625,0.5741883,0.2852497,-3.1175454,0.0,0.1,-0.017818965,0.005033142,0.0034577576,0.025726415,0.01706479,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29260469,0,0.0,0.0,0.34535775,0.4167426,-0.032209255,0.34895948,0.4146086,-0.25444326,-0.0016852039,0.00012182843,0.017558442,0.007047931,-0.001950428,-0.004030489,0.00084480835,-0.48033386,-0.35524485,-0.11320511,-3.1176794,0.0,0.1,-0.017558442,0.0052859243,0.0036198853,0.026396172,0.017456228,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29363669,0,0.0,0.0,0.34587672,0.41663194,-0.032214053,0.34895948,0.4146086,-0.25444326,0.0012905252,-0.000899706,0.016088814,0.0055891103,-0.001950428,-0.004030489,0.00084480835,0.0056488723,-0.17207906,-0.18309993,-3.1169,0.0,0.1,-0.016088814,0.005420248,0.0037088443,0.026583344,0.017558843,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29459709,0,0.0,0.0,0.34637362,0.41647658,-0.032202292,0.34895948,0.4146086,-0.25444326,0.0029292826,-0.00066640694,0.016633531,0.006116858,-0.001950428,-0.004030489,0.00084480835,0.14280742,-0.044562437,-0.040834602,-3.1175938,0.0,0.1,-0.016633531,0.0053483974,0.0036643802,0.026316192,0.017400384,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29563669,0,0.0,0.0,0.34684986,0.4163443,-0.032224096,0.34895948,0.4146086,-0.25444326,0.002596774,-0.0016646313,0.015830427,0.005273969,-0.001950428,-0.004030489,0.00084480835,-0.02786581,-0.26309595,-0.029766582,-3.1172404,0.0,0.1,-0.015830427,0.0054335967,0.003718985,0.026538488,0.017526176,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
29667669,0,0.0,0.0,0.34725696,0.41618925,-0.032238983,0.34895948,0.4146086,-0.25444326,0.002571932,-0.00050017005,0.016538413,0.005967907,-0.001950428,-0.004030489,0.00084480835,0.015472938,-0.008355657,0.08496046,-3.1168163,0.0,0.1,-0.016538413,0.005127531,0.0035219952,0.025743885,0.017059764,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
