timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
27431020,-4.505273e-06,0.0009820305,-0.009949051,0.0,0.0,0.0,0.0
27527066,-0.020269383,0.03638146,0.06568017,0.0,0.0,0.0,0.0
27558252,0.025646456,0.051863737,0.016072145,0.0,0.0,0.0,0.0
27590271,-0.013213888,0.052552376,-0.04123646,0.0,0.0,0.0,0.0
27622378,-0.014397285,0.025312945,-0.032809112,0.0,0.0,0.0,0.0
27650217,0.030930217,0.00621607,-0.067105986,0.0,0.0,0.0,0.0
27682323,0.011614101,0.0071320375,-0.052014034,0.0,0.0,0.0,0.0
27714236,-0.02358573,0.014169964,-0.041339215,0.0,0.0,0.0,0.0
27746298,0.013916854,0.03306253,-0.010772939,0.0,0.0,0.0,0.0
27778262,0.002407855,0.017208558,0.037740335,0.0,0.0,0.0,0.0
27810355,0.0014188061,0.0130229,0.05175058,0.0,0.0,0.0,0.0
27842261,-0.033603285,-0.0089169685,0.057000674,0.0,0.0,0.0,0.0
27874355,0.011054347,-0.005810558,0.02230062,0.0,0.0,0.0,0.0
27906212,0.020873584,0.01020512,0.0057618828,0.0,0.0,0.0,0.0
27938287,-0.0045054555,0.007049879,-0.023501968,0.0,0.0,0.0,0.0
27970212,-0.003489075,0.009930009,-0.03864431,0.0,0.0,0.0,0.0
28002232,-0.001611555,0.005496313,-0.041577045,0.0,0.0,0.0,0.0
28034261,-0.0015989854,-0.021027647,-0.02297177,0.0,0.0,0.0,0.0
28066247,0.020582166,0.0110102855,0.012095852,0.0,0.0,0.0,0.0
28098236,-0.0035162386,0.011692452,0.022382617,0.0,0.0,0.0,0.0
28125516,0.0023688546,0.0019663975,0.04136382,0.0,0.0,0.0,0.0
28161494,-0.013966358,0.0061114533,0.02349786,0.0,0.0,0.0,0.0
28193449,0.0073809884,-0.016488329,0.013950367,0.0,0.0,0.0,0.0
28225450,-0.008076422,-0.0003404608,-0.006237827,0.0,0.0,0.0,0.0
28257409,0.0045722607,-0.0012029932,-0.022844762,0.0,0.0,0.0,0.0
28289471,-0.00628356,0.00743453,-0.02831752,0.0,0.0,0.0,0.0
28321460,-0.0036904872,-0.003182618,-0.023621123,0.0,0.0,0.0,0.0
28353428,0.025919288,0.011375814,0.0030162837,0.0,0.0,0.0,0.0
28385455,-0.010630518,-0.0025919783,0.010244025,0.0,0.0,0.0,0.0
28417422,-0.0019865034,-0.010141943,0.029568832,0.0,0.0,0.0,0.0
28449478,-0.011992567,0.0042669415,0.016503394,0.0,0.0,0.0,0.0
28481454,0.011113971,0.007204867,0.010018051,0.0,0.0,0.0,0.0
28513421,-0.006957052,0.010841741,-0.0014761873,0.0,0.0,0.0,0.0
28545549,0.008254671,-0.008233611,-0.015937276,0.0,0.0,0.0,0.0
28577489,-0.0070926608,-0.0011778411,-0.020216146,0.0,0.0,0.0,0.0
28609506,0.009146829,-0.00067292084,-0.023007277,0.0,0.0,0.0,0.0
28641449,0.019670432,0.0018869754,0.0050043683,0.0,0.0,0.0,0.0
28673453,-0.0019510405,0.010689958,0.0043496145,0.0,0.0,0.0,0.0
28704646,-0.009236839,-0.017247258,0.021879125,0.0,0.0,0.0,0.0
28737413,-0.0068373187,-0.0066702203,0.0064793956,0.0,0.0,0.0,0.0
28768608,0.001092482,-0.029254843,0.010671491,0.0,0.0,0.0,0.0
28800701,0.014224967,-0.008216849,-0.0072827595,0.0,0.0,0.0,0.0
28832655,0.005907371,-0.01486929,-0.01412454,0.0,0.0,0.0,0.0
28864684,0.0011133517,0.006020682,-0.014240353,0.0,0.0,0.0,0.0
28892608,-0.0057506496,-0.007890092,-0.016535442,0.0,0.0,0.0,0.0
28924695,-0.005024801,-0.0074893394,-0.0020599228,0.0,0.0,0.0,0.0
28956608,-0.003870714,-0.015627384,0.0054329135,0.0,0.0,0.0,0.0
28988665,-0.014382351,-0.008508024,0.017545257,0.0,0.0,0.0,0.0
29020651,0.0038472102,-0.0023800023,0.013084691,0.0,0.0,0.0,0.0
29052617,0.00017542904,0.00062027347,0.012812882,0.0,0.0,0.0,0.0
29084637,-0.008431938,-0.0049258815,-0.003856346,0.0,0.0,0.0,0.0
29116687,0.0063009183,-0.0051487847,-0.012902222,0.0,0.0,0.0,0.0
29148720,-0.0038664993,-0.0042440593,-0.009080056,0.0,0.0,0.0,0.0
29180694,0.009170699,0.0030777487,-0.009824813,0.0,0.0,0.0,0.0
29212627,-0.0036578963,0.0011140025,-0.001472166,0.0,0.0,0.0,0.0
29244705,0.00014239794,-0.012630499,0.0021605585,0.0,0.0,0.0,0.0
29280649,5.7984842e-05,-0.0074399663,0.013766295,0.0,0.0,0.0,0.0
29312685,-0.004383483,-0.0036431248,0.010824708,0.0,0.0,0.0,0.0
