timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
27430869,-0.0137691,-0.012794256,-0.007599739,4000,0,0.27342543,0.29034054,-9.900288,4000
27498869,0.020189855,0.15980946,0.06793337,3990,0,-0.31811437,-0.3116299,-10.294158,3990
27502893,-0.050671406,-0.0035197148,0.086662315,4024,0,1.4575927,-0.903066,-9.6781225,4024
27506901,-0.035145707,-0.07304809,0.09601787,4008,0,-0.99301136,1.5460321,-9.674993,4008
27510869,0.08761654,0.12653571,0.07742044,3968,0,-0.056131177,-0.9703773,-9.24351,3968
27514888,-0.103778586,-0.0018113323,0.08757503,4019,0,0.98779005,-0.30406946,-9.495069,4019
27518869,-0.00076567277,-0.07554384,0.08370749,3981,0,-0.66022223,1.2718686,-9.692269,3981
27522879,0.038993288,0.09593193,0.04947246,4010,0,-0.7229248,-1.8616272,-9.752319,4010
27526881,-0.111780986,0.051913302,0.040968318,4002,0,0.43104082,0.40716517,-10.642447,4002
27530114,0.028131371,-0.027462637,0.056511104,3233,0,-0.39656416,0.73316836,-9.875837,3233
27534077,0.024490597,0.09947112,0.02795507,3963,0,0.076515585,-1.0877948,-9.136058,3963
27538075,-0.0781979,0.0003428318,0.035594348,3998,0,0.44420397,0.17191817,-9.380581,3998
27545311,0.04644034,0.085276,0.017514966,3225,0,0.21869063,-1.4108353,-9.931025,3225
27550082,-0.08745243,-0.013647192,0.019680617,4771,0,-0.2618542,0.5107196,-10.287614,4771
27554068,0.07393574,0.10539937,0.015453938,3986,0,0.100011766,0.81507,-9.897494,3986
27558069,0.06685375,0.030396847,0.009969004,4001,0,0.33927083,-0.85022765,-9.170966,4001
27562080,-0.082924806,0.035830617,0.0010429531,4011,0,-0.36859453,-0.13922167,-9.584913,4011
27566075,-0.014698705,0.06300441,-0.014483659,3995,0,0.31794268,1.1363053,-9.767072,3995
27570107,0.04018688,0.037230007,-0.014998935,4032,0,0.14109142,-0.12257967,-9.84223,4032
27574088,-0.020708842,0.016451849,-0.024919873,3981,0,-0.6812305,0.3717171,-9.851315,3981
27578069,0.032817442,0.11385566,-0.042004228,3981,0,0.24004504,0.13867931,-9.613847,3981
27582070,-0.08747876,0.04448982,-0.033698186,4001,0,0.7043976,-0.6043985,-9.621007,4001
27586087,-0.027076919,-0.0151162725,-0.04139688,4017,0,-0.6039081,1.4275286,-9.566981,4017
27590088,0.09886431,0.15473415,-0.055105314,4001,0,0.52761704,-0.17690979,-10.023412,4001
27594084,-0.07097231,0.0110639185,-0.02451872,3996,0,0.73386264,-0.75819016,-9.820072,3996
27598069,-0.065475546,0.016320674,-0.033897735,3985,0,-0.23162578,0.8282827,-9.697783,3985
27602069,0.0079874825,0.09014378,-0.023199396,4000,0,0.34839475,0.36433452,-9.69487,4000
27606090,0.006067404,0.015178219,-0.02520858,4021,0,0.45921722,0.20836608,-9.406974,4021
27610088,-0.0019504561,0.030121872,-0.021579955,3998,0,0.15624864,-0.44546485,-9.371314,3998
27614083,-0.059760556,0.029742474,-0.034093287,3995,0,0.507877,0.5026532,-9.59856,3995
27618073,-0.0030820183,0.007169954,-0.029739164,3990,0,0.04751567,0.17450126,-9.567318,3990
27622084,0.00668816,0.062411435,-0.0576463,4011,0,-0.20711158,0.31675923,-10.372646,4011
27626075,0.008708121,0.04499531,-0.048531283,3991,0,0.5530415,0.14348593,-9.870203,3991
27630089,-0.02425224,0.026987778,-0.05189614,4014,0,0.6531458,0.2514362,-9.317403,4014
27634069,0.011947213,-0.02673663,-0.054377332,3980,0,0.24053083,0.45941278,-8.968481,3980
27638068,0.016008977,0.049591642,-0.06757798,3999,0,-0.34636012,-0.46547034,-9.907104,3999
27642069,-0.0068175937,0.024860881,-0.07205883,4001,0,1.1454697,0.41128835,-9.954754,4001
27646075,0.076108225,-0.04414182,-0.06472909,4006,0,-0.09477248,-0.029622562,-9.786096,4006
27650074,-0.026096676,0.057215896,-0.063624166,3999,0,-0.2334717,-1.0853012,-9.85062,3999
27654070,0.00834916,0.038999163,-0.068612024,3996,0,0.35313526,1.2977766,-10.445902,3996
27658118,0.09606071,0.02858113,-0.045206834,4048,0,1.1095138,-0.6902788,-9.521596,4048
27662069,0.018868227,-0.08248123,-0.04623867,3951,0,-0.35706404,0.02075816,-8.965368,3951
27666069,-0.011622105,0.05953652,-0.04605579,4000,0,0.22824556,-0.47743914,-9.282093,4000
27670085,-0.009771981,-0.035178125,-0.050334956,4016,0,0.31396523,0.43660355,-10.01595,4016
27674079,0.10209916,-0.017128648,-0.05048742,3994,0,-0.2673637,0.05411294,-10.005382,3994
27678072,-0.023513688,0.035456527,-0.053238917,3993,0,-0.26794222,-0.8185065,-9.7932415,3993
27682069,-0.04879621,0.023008727,-0.05934043,3997,0,0.356733,0.21219823,-9.729235,3997
27686069,0.04735384,-0.00012750519,-0.061170936,4000,0,0.15024583,0.6943212,-9.816591,4000
27690074,0.046945646,-0.009756035,-0.043269448,4005,0,0.07426957,-0.17227627,-8.969491,4005
27694075,-0.00772026,0.025344323,-0.06376392,4001,0,0.5205978,-0.8851806,-9.549518,4001
27698112,-0.10128632,-0.057591125,-0.049814254,4037,0,-0.26252782,-0.12546939,-10.01772,4037
27702072,0.038891315,0.043332297,-0.06207254,3960,0,-0.46191126,0.7758436,-10.285513,3960
27706072,0.06327725,0.053369273,-0.048664544,4000,0,0.9382068,-0.28247857,-9.750503,4000
27710104,-0.073452786,-0.043017276,-0.026178245,4032,0,-0.43975443,-1.4608737,-9.392906,4032
27714075,-0.049731903,0.055949003,-0.046358317,3971,0,0.14079238,1.3563628,-10.109964,3971
27718092,0.06628207,0.0064804945,0.004371206,4017,0,0.5549812,0.065276384,-9.255337,4017
27722069,0.022632025,-0.0037346538,-0.026009433,3977,0,0.10393217,-0.38742107,-9.456148,3977
27726069,-0.035080127,-0.00013179523,-0.00910376,4000,0,-0.37382478,-0.68018794,-9.565303,4000
27730069,-0.07971844,0.071769685,-0.020012729,4000,0,-0.158457,0.34994444,-10.0441885,4000
27734075,0.08083622,0.020591406,-0.023104772,4006,0,0.6556105,0.95723367,-9.797431,4006
27738106,-0.027227195,0.014640169,0.0028443912,4031,0,-0.21804646,-1.138807,-9.495646,4031
27742091,0.01644836,0.029499045,-0.025583334,3985,0,0.030975465,1.290075,-9.916778,3985
27746070,0.0050291303,0.0564338,0.010357203,3979,0,0.42280728,-1.2996054,-9.528359,3979
27750069,-0.04102112,-0.025305254,-0.013214456,3999,0,0.53048885,1.5159016,-9.685944,3999
27754069,0.10829703,0.00878083,0.0018775241,4000,0,-0.61316913,-0.7933882,-9.742054,4000
27758069,-0.11483987,0.07951915,-0.0068131597,4000,0,0.10478209,-0.7425636,-9.868705,4000
27762104,0.05197158,0.0054536443,0.0023820146,4035,0,1.0352645,1.4538013,-9.661407,4035
27766069,0.021747664,-0.023200683,0.040520202,3965,0,-0.071617104,-0.22016753,-9.58522,3965
27770072,0.10127083,0.037672576,0.014451496,4003,0,-0.18073986,0.046984192,-10.139802,4003
27774069,-0.074694306,0.053383432,0.056782242,3997,0,0.7873067,-1.2240955,-9.581103,3997
