timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
49774739,0.13881041,0.0025047956,0.08851418
58974392,0.16468312,0.0022483591,0.088066414
59177260,0.1521418,0.005176277,0.0929044
59383751,0.1486385,0.0031220596,0.09031074
59585616,0.14651375,0.0038336008,0.09314949
59790292,0.14199959,0.0026198723,0.0845238
