timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
22123469,32767,32767,32767,32767,32767,-32,32767
22179488,32767,32767,32767,32767,32767,32767,32767
22183468,32767,32767,32767,32767,32767,-40,32767
22187468,32767,32767,32767,32767,32767,32767,32767
22191482,32767,32767,32767,32767,32767,32767,32767
22195469,32767,32767,32767,32767,-54,-64,32767
22199481,32767,32767,32767,32767,32767,32767,32767
22203469,32767,32767,32767,32767,32767,-40,32767
22207469,32767,32767,32767,32767,-66,32767,32767
22211469,32767,32767,32767,32767,32767,32767,32767
22215478,32767,32767,32767,32767,32767,-72,32767
22219516,32767,32767,32767,32767,-69,32767,32767
22223468,32767,32767,32767,32767,32767,-39,32767
22227483,32767,32767,32767,32767,32767,32767,32767
22231469,32767,32767,32767,32767,32767,32767,32767
22235478,32767,32767,32767,32767,32767,-72,32767
22239470,32767,32767,32767,32767,-63,32767,32767
22243468,32767,32767,32767,32767,32767,32767,32767
22247475,32767,32767,32767,32767,-44,32767,32767
22251469,32767,32767,32767,32767,32767,-40,32767
22255478,32767,32767,32767,32767,32767,32767,32767
22259469,32767,32767,32767,32767,-54,32767,32767
22263468,32767,32767,32767,32767,32767,-64,32767
22267485,32767,32767,32767,32767,32767,32767,32767
22271469,32767,32767,32767,32767,32767,-40,32767
22275486,32767,32767,32767,32767,32767,32767,32767
22279471,32767,32767,32767,32767,-44,32767,32767
22283469,32767,32767,32767,32767,32767,-64,32767
22287498,32767,32767,32767,32767,32767,32767,32767
22291469,32767,32767,32767,32767,-61,-40,32767
22295487,32767,32767,32767,32767,32767,32767,32767
22299485,32767,32767,32767,32767,32767,32767,32767
22303505,32767,32767,32767,32767,-73,-73,32767
22307492,32767,32767,32767,32767,32767,32767,32767
22311469,32767,32767,32767,32767,32767,-40,32767
