timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
22179488,0.0076550543,-0.017942095,-0.0068764146,0.6790935,-0.0020835483,-0.0015378436,-0.7340473,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22211469,-0.0035886138,-0.010056311,0.0022310927,0.67911047,-0.0020858694,-0.0015307682,-0.73403156,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22243468,-0.007513049,-0.0038341787,0.00473344,0.67925787,-0.0021210846,-0.0014562302,-0.7338952,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22275486,0.0034945712,0.0004929062,-0.0031412374,0.67937523,-0.002114413,-0.0014525554,-0.73378664,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22307492,0.006402645,-0.0024867337,-0.0042922725,0.6794716,-0.002059123,-0.0015152089,-0.73369735,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22339486,-0.0013479423,0.011852074,0.0033049828,0.6796056,-0.0020767082,-0.0014968122,-0.7335733,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22371469,-0.0020459236,-0.00136749,0.0015583045,0.6797912,-0.0021157966,-0.0014531037,-0.7334013,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22403478,0.0011701677,-0.009327651,-0.0021432308,0.6799631,-0.002108514,-0.0014784985,-0.73324186,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22435519,0.0034576065,0.00212337,-0.00062595797,0.6801163,-0.0020777183,-0.0015128126,-0.73309976,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22467478,0.0022614792,0.0020750202,0.0014448765,0.680321,-0.0020665901,-0.0014986584,-0.73290986,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22499514,-0.00046758814,-0.0029797428,0.001077686,0.6805335,-0.0021150038,-0.00146752,-0.73271245,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22531468,0.0069333804,0.004162988,-0.0031036185,0.68068486,-0.0021040058,-0.0014855112,-0.73257184,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22563475,0.0059146653,0.011834832,0.0015531433,0.6808278,-0.0020757848,-0.0015242767,-0.73243904,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22595510,0.00087192276,-0.013887996,0.006605547,0.681025,-0.00211628,-0.0015044668,-0.7322556,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22627468,0.0032810709,-0.0076146224,-0.0038723927,0.68117344,-0.0021212467,-0.001482505,-0.7321176,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22659476,0.020367226,-0.018311882,-0.010778107,0.68124557,-0.002091936,-0.0015565434,-0.73205036,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22691469,0.0006545336,0.020494595,0.005973963,0.681393,-0.0020542315,-0.0015484877,-0.73191327,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22722695,-0.02616542,-0.0059078904,0.010072632,0.6816885,-0.002142632,-0.0014700631,-0.731638,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22755469,0.01912186,-0.001751576,-0.0038939754,0.6819132,-0.0021228308,-0.0015072393,-0.73142856,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22786724,0.0022269795,-0.008463675,-0.007435041,0.6821074,-0.0020820994,-0.0015620096,-0.7312475,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22818668,-0.0061756605,0.0017324032,-0.00073950924,0.68234336,-0.002094855,-0.0015291859,-0.7310273,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22850669,0.0054834513,-0.005669447,0.0031209548,0.68265426,-0.0021048102,-0.0015350571,-0.7307369,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22882669,0.005527744,0.008126751,-0.0021499316,0.6829438,-0.0020762475,-0.0015287203,-0.73046637,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22914675,-0.0026290142,0.0024761113,-1.531138e-06,0.68322366,-0.0021138955,-0.0015425797,-0.7302046,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22946679,-0.01117725,-0.010540811,0.005099364,0.6835243,-0.002129539,-0.0015350999,-0.72992307,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
22978669,-0.007125345,-0.0041603427,-0.0037333376,0.6838135,-0.002115638,-0.0015362931,-0.7296522,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23010695,0.010441129,0.0073530325,-0.0013830044,0.6840914,-0.002098136,-0.0015629622,-0.7293917,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23042675,0.012128168,-0.008322179,0.0022571143,0.68439275,-0.0020918688,-0.0015741173,-0.72910887,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23074681,0.01255783,0.014042279,-0.0015177922,0.6846779,-0.0021053473,-0.0015334316,-0.7288412,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23102669,-0.0021414498,0.009529118,0.0005570132,0.6848844,-0.00209737,-0.0015046052,-0.7286471,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23134695,0.00055629894,-0.011646867,0.00011681489,0.6850477,-0.0021097234,-0.0015351338,-0.72849363,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23166668,0.00065476436,0.0047300905,0.0006095013,0.68524194,-0.002099975,-0.0015135494,-0.728311,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23198675,0.002062277,-0.017622389,0.0010884574,0.6854554,-0.002108624,-0.0015277431,-0.7281101,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23230684,0.005663814,0.008800952,-0.00082120596,0.68566656,-0.002083017,-0.0015220705,-0.72791123,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23262707,0.003470615,-0.004639758,-0.0011962341,0.685875,-0.0020929042,-0.0015320119,-0.72771484,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23294669,-0.008898515,0.010330414,0.002321065,0.68612504,-0.0020966786,-0.0014912866,-0.7274791,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23326676,-0.010338733,0.006056851,0.0015469119,0.6864004,-0.0021081273,-0.0014879551,-0.7272193,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23354668,-0.0057274695,0.014967857,-0.0010100445,0.68663853,-0.002090152,-0.0014899066,-0.72699445,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23386669,-0.004231523,0.0040869517,0.0022082785,0.68692166,-0.0020855686,-0.0014836316,-0.726727,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23418669,-0.0016712294,-0.010763483,0.0031170815,0.6871945,-0.002111467,-0.0014732638,-0.7264689,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23450669,0.004050306,0.0015067429,0.00030777243,0.6874733,-0.0021119341,-0.0014680198,-0.7262051,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23482675,0.0026379412,0.020075666,-6.5032975e-05,0.6877523,-0.002100072,-0.0014563999,-0.725941,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23514669,-0.003812716,0.00082072144,0.0021210387,0.68801314,-0.002111666,-0.0014553792,-0.72569376,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23546669,-0.004649948,-0.010087548,0.0033723025,0.68821603,-0.0021273452,-0.0014553734,-0.7255013,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23578669,-0.0054637576,0.003496497,0.0023322925,0.6883792,-0.0021270935,-0.0014416837,-0.7253465,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23609919,0.0037814763,-0.010916778,0.0023422146,0.6885082,-0.002132033,-0.0014584042,-0.725224,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
23638669,-0.004441742,-0.0047742347,0.0022415076,0.68863434,-0.0021254567,-0.0014475533,-0.72510433,0.9998421,7.942808e-05,-1.5369144e-05,0.017775826,2
