timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
21994772,21994676,-0.4386657,0.40893397,-0.0040220353,0.08,0.0,0.0,0.0,-1.0
22094768,22094670,-0.4393823,0.40904462,-0.0041611786,0.08,0.0,0.0,0.0,-1.0
22194755,22194683,-0.44296482,0.40459484,-0.0042036967,0.08,0.0,0.0,0.0,-1.0
22297966,22297876,-0.06316685,0.04677115,-0.00026466645,0.08,0.0,0.0,0.0,-1.0
22397986,22397910,-0.028636103,-0.005969116,-3.8440307e-05,0.08,0.0,0.0,0.0,-1.0
22501969,22501870,-0.021687087,-0.009813045,-0.0021165144,0.08,0.0,0.0,0.0,-1.0
22605971,22605869,-0.02618343,-0.008296583,-0.0025145577,0.08,0.0,0.0,0.0,-1.0
22705997,22705909,-0.028231772,-0.007454471,0.0032575391,0.08,0.0,0.0,0.0,-1.0
22809206,22809098,-0.02231928,-0.008263339,0.0024333915,0.08,0.0,0.0,0.0,-1.0
22909188,22909076,-0.0277007,-0.012623174,-0.0006223335,0.08,0.0,0.0,0.0,-1.0
23013189,23013070,-0.031222904,-0.029705876,-8.042108e-05,0.08,0.0,0.0,0.0,-1.0
23113153,23113076,-0.020462628,-0.0057781837,0.0017616631,0.08,0.0,0.0,0.0,-1.0
23213156,23213080,-0.039409857,-0.0026873855,0.0012886799,0.08,0.0,0.0,0.0,-1.0
23316373,23316270,-0.03825419,-0.020329682,0.0005894633,0.08,0.0,0.0,0.0,-1.0
23416343,23416270,-0.04565983,-0.0021156454,0.0067128018,0.08,0.0,0.0,0.0,-1.0
23520352,23520280,-0.04657915,-0.02882942,0.002157353,0.08,0.0,0.0,0.0,-1.0
23624398,23624307,-0.021444667,-0.0031012744,-0.0012207798,0.08,0.0,0.0,0.0,-1.0
23724434,23724303,-0.030176764,-0.03062504,0.0030291495,0.08,0.0,0.0,0.0,-1.0
23827601,23827476,-0.025198368,-0.009569267,0.00068363687,0.08,0.0,0.0,0.0,-1.0
23927548,23927476,-0.029779425,-0.03044389,0.00045196028,0.08,0.0,0.0,0.0,-1.0
24031542,24031470,-0.015743012,-0.010833111,0.0010253151,0.08,0.0,0.0,0.0,-1.0
24135542,24135470,-0.0056123314,0.0037850337,0.00061690004,0.08,0.0,0.0,0.0,-1.0
24235585,24235485,-0.033483855,-0.018193085,0.00034725308,0.08,0.0,0.0,0.0,-1.0
24338811,24338684,-0.0105746435,0.001850918,0.0011779659,0.08,0.0,0.0,0.0,-1.0
24438766,24438676,-0.031517297,-0.009990744,0.0013920037,0.08,0.0,0.0,0.0,-1.0
24542760,24542670,-0.0378722,0.0070840213,0.00035028864,0.08,0.0,0.0,0.0,-1.0
24642762,24642685,-0.018339545,-0.006154637,0.00505601,0.08,0.0,0.0,0.0,-1.0
24741967,24741876,-0.03296837,-0.025071628,0.00079633726,0.08,0.0,0.0,0.0,-1.0
24845953,24845880,-0.018506052,-0.008265928,-0.000119504286,0.08,0.0,0.0,0.0,-1.0
24945942,24945870,-0.044429354,-0.029401198,0.0005577043,0.08,0.0,0.0,0.0,-1.0
25049941,25049870,-0.015659178,-0.012606767,0.0007764985,0.08,0.0,0.0,0.0,-1.0
25149942,25149870,-0.03650316,-0.026107345,0.0014304379,0.08,0.0,0.0,0.0,-1.0
25249982,25249870,-0.025588816,-0.018487085,-0.0018804813,0.08,0.0,0.0,0.0,-1.0
25353148,25353070,-0.032853972,-0.017913695,0.0013389671,0.08,0.0,0.0,0.0,-1.0
25453145,25453069,-0.023265453,0.0041419775,-0.0014000713,0.08,0.0,0.0,0.0,-1.0
25557195,25557076,-0.03464692,-0.006138696,-0.00033883468,0.08,0.0,0.0,0.0,-1.0
25661166,25661072,-0.01389906,-0.010134923,-0.0019347148,0.08,0.0,0.0,0.0,-1.0
25760385,25760308,-0.01737627,0.00472916,-0.0005222099,0.08,0.0,0.0,0.0,-1.0
25864433,25864339,-0.035466403,0.012197238,0.00076332194,0.08,0.0,0.0,0.0,-1.0
25964413,25964301,-0.025702477,0.0028232567,0.00046355044,0.08,0.0,0.0,0.0,-1.0
26068408,26068270,-0.04246715,-0.0033454224,-0.0020597817,0.08,0.0,0.0,0.0,-1.0
26168387,26168270,-0.038965356,-0.018124608,-0.0021917135,0.08,0.0,0.0,0.0,-1.0
26268424,26268303,-0.027115613,-0.015257954,-0.0008480005,0.08,0.0,0.0,0.0,-1.0
26371620,26371491,-0.039356977,-0.025703607,-0.0014286678,0.08,0.0,0.0,0.0,-1.0
26471620,26471470,-0.015618539,-0.002887334,0.00021084938,0.08,0.0,0.0,0.0,-1.0
26575564,26575474,-0.024419637,-0.00819235,-3.304924e-05,0.08,0.0,0.0,0.0,-1.0
26679543,26679470,-0.03413253,-0.025543634,-0.00032039933,0.08,0.0,0.0,0.0,-1.0
26782772,26782693,-0.045979176,-0.02353309,-0.0011973134,0.08,0.0,0.0,0.0,-1.0
26882811,26882676,-0.030618303,-0.0018933231,-0.0010523343,0.08,0.0,0.0,0.0,-1.0
26982762,26982672,-0.021567706,0.004854513,0.0017131505,0.08,0.0,0.0,0.0,-1.0
27086758,27086686,-0.008411655,0.00072590605,-0.0032727518,0.08,0.0,0.0,0.0,-1.0
27190757,27190670,0.0034154328,-0.0063168565,-0.00091658125,0.08,0.0,0.0,0.0,-1.0
27289942,27289870,-0.038906485,-0.020073757,0.0012671056,0.08,0.0,0.0,0.0,-1.0
27394013,27393898,-0.037039656,-0.026840035,-0.00011852224,0.08,0.0,0.0,0.0,-1.0
27493960,27493888,-0.031766605,-0.0052603176,0.00048192425,0.08,0.0,0.0,0.0,-1.0
27598002,27597909,-0.025475131,-0.016046003,0.0011837736,0.08,0.0,0.0,0.0,-1.0
27701942,27701870,-0.036817964,-0.017567458,0.001501215,0.08,0.0,0.0,0.0,-1.0
27801942,27801870,-0.0066562574,-0.0018000432,0.0003974354,0.08,0.0,0.0,0.0,-1.0
27905190,27905070,-0.010531108,-0.019419065,0.0010620455,0.08,0.0,0.0,0.0,-1.0
28005205,28005075,-0.012780219,-0.016222684,0.0011776516,0.08,0.0,0.0,0.0,-1.0
28109234,28109093,-0.02311284,-0.00411266,0.001181389,0.08,0.0,0.0,0.0,-1.0
28213167,28213084,-0.009205912,-0.004788338,0.0011635224,0.08,0.0,0.0,0.0,-1.0
28312364,28312289,-0.016456509,-0.007556917,0.0016791178,0.08,0.0,0.0,0.0,-1.0
28416342,28416270,-0.026520982,-0.011897052,0.0013820456,0.08,0.0,0.0,0.0,-1.0
28516345,28516270,-0.039109018,-0.023188699,0.0016480059,0.08,0.0,0.0,0.0,-1.0
28616375,28616289,-0.034456253,-0.028581457,-5.625519e-05,0.08,0.0,0.0,0.0,-1.0
28720390,28720314,-0.022157414,-0.01853376,0.0010865909,0.08,0.0,0.0,0.0,-1.0
28819542,28819470,-0.040696394,-0.028582254,0.001446461,0.08,0.0,0.0,0.0,-1.0
28923581,28923509,-0.025718417,-0.011048949,-0.00013223368,0.08,0.0,0.0,0.0,-1.0
29023564,29023475,-0.036653467,0.0064136786,-0.0021532862,0.08,0.0,0.0,0.0,-1.0
29127621,29127470,-0.030922307,-0.026612327,0.0003274273,0.08,0.0,0.0,0.0,-1.0
29231625,29231470,-0.032208208,-0.014436205,-0.00030691555,0.08,0.0,0.0,0.0,-1.0
29331553,29331470,-0.014606839,0.009807287,-0.00088599464,0.08,0.0,0.0,0.0,-1.0
29434760,29434688,-0.021888768,0.013177507,-0.0017336957,0.08,0.0,0.0,0.0,-1.0
29534764,29534674,-0.036969427,-0.0019347074,-0.0021092277,0.08,0.0,0.0,0.0,-1.0
29638781,29638670,-0.040551424,-0.0144944405,6.575708e-05,0.08,0.0,0.0,0.0,-1.0
29742793,29742677,-0.01511351,-0.005912501,-0.002725396,0.08,0.0,0.0,0.0,-1.0
29841974,29841900,-0.028807102,-0.027029667,-0.0019450028,0.08,0.0,0.0,0.0,-1.0
29945960,29945871,-0.050348636,-0.038422104,0.0008593981,0.08,0.0,0.0,0.0,-1.0
30045980,30045870,-0.033677183,-0.012702035,3.8255635e-05,0.08,0.0,0.0,0.0,-1.0
30145959,30145870,-0.017817996,-0.0026783384,-0.00063620135,0.08,0.0,0.0,0.0,-1.0
30249958,30249870,-0.013200927,0.0004940329,-0.00021868222,0.08,0.0,0.0,0.0,-1.0
30349977,30349905,-0.009544538,-0.008255393,0.00044574635,0.08,0.0,0.0,0.0,-1.0
30453183,30453070,-0.025630873,-0.009950559,0.00017908981,0.08,0.0,0.0,0.0,-1.0
30553152,30553076,-0.046014875,-0.019637758,-9.007021e-05,0.08,0.0,0.0,0.0,-1.0
30657153,30657077,-0.027543657,-0.021988077,0.0013078767,0.08,0.0,0.0,0.0,-1.0
30757145,30757070,-0.042310953,-0.028921086,0.003398436,0.08,0.0,0.0,0.0,-1.0
30856342,30856270,-0.012971674,-0.0008248293,-0.00026655477,0.08,0.0,0.0,0.0,-1.0
