timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
22071470,0.0337911,-0.038062576,0.14510405
22082669,0.027745081,-0.04358136,0.11899784
22091468,0.049798716,-0.036085814,0.121651866
22102667,0.05706537,-0.0173005,0.11849725
22110667,0.04613567,-0.017313773,0.1218094
22120268,0.053464137,-0.028577,0.121607475
22130667,0.04780624,-0.022912202,0.1140418
22140268,0.03501106,-0.03230486,0.1158109
22150667,0.038804498,-0.036085814,0.121882014
22161094,0.038804498,-0.036085814,0.121882014
22170667,0.035012413,-0.017287225,0.11587556
22179481,0.044269174,-0.037956383,0.120217875
22190667,0.042469233,-0.036085814,0.1218053
22199496,0.035075575,-0.032318134,0.1188929
22218716,0.0516625,-0.045478474,0.12311411
22229868,0.046262678,-0.03986677,0.12787645
22238682,0.05359453,-0.013585916,0.12783615
22249868,0.036940377,-0.030447565,0.12040363
22258683,0.0607926,-0.039840225,0.12140556
22268269,0.0607926,-0.039840225,0.12140556
22277867,0.049734198,-0.036072537,0.11856987
22287487,0.049992945,-0.028616823,0.1309302
22297867,0.029676426,-0.019197617,0.12368755
22307474,0.029869303,-0.026746256,0.13290124
22317868,0.029869303,-0.026746256,0.13290124
22326668,0.06259356,-0.030447565,0.11986662
22337897,0.038676817,-0.021041634,0.11578268
22346668,0.040604778,-0.034201972,0.12031075
22357867,0.04812849,-0.026732981,0.12943563
22366682,0.022474967,-0.030487388,0.12995648
22375513,0.046070136,-0.028563727,0.11867891
22385867,0.04259827,-0.03611236,0.12796932
22395481,0.044463404,-0.030487388,0.12949619
22405867,0.04793426,-0.034201972,0.12015732
22415518,0.038738962,-0.047335763,0.11875153
22425869,0.038738962,-0.047335763,0.11875153
22434668,0.035204947,-0.028590275,0.12507306
22445867,0.042341553,-0.021041634,0.11570596
22454668,0.033211455,-0.026679883,0.117414504
22465886,0.046325844,-0.054897677,0.13089378
22474668,0.046325844,-0.054897677,0.13089378
22483514,0.044269513,-0.034201972,0.120234035
22493867,0.027876146,-0.021081457,0.12525882
22503470,0.033597883,-0.034268346,0.1358742
22513867,0.03880382,-0.043594636,0.121849686
22524303,0.03880382,-0.043594636,0.121849686
22533867,0.042534765,-0.024835866,0.12493579
22542700,0.02780926,-0.04734904,0.122063674
22553867,0.040927365,-0.034268346,0.13572076
22562668,0.029740268,-0.026719706,0.12673722
22573867,0.037262965,-0.030513937,0.13581364
22581867,0.015081305,-0.026719706,0.1270441
22591485,0.04240539,-0.028563727,0.11875563
22601882,0.044399567,-0.022965299,0.12644653
22611473,0.03713325,-0.037996206,0.12961729
22621905,0.040605456,-0.026693158,0.12034308
22632268,0.040605456,-0.026693158,0.12034308
22641869,0.013280687,-0.032357957,0.12859921
22650687,0.022410449,-0.030474113,0.12687449
22661867,0.036874168,-0.04920633,0.1172408
22670674,0.035334323,-0.024862414,0.13125323
22689867,0.038999066,-0.024862414,0.13117652
22700272,0.026397439,-0.034294892,0.14219163
22709869,0.04613398,-0.036085814,0.121728584
22719511,0.024403267,-0.03989332,0.13450073
22729881,0.035140093,-0.03233141,0.12197489
22738675,0.031539198,-0.0398535,0.12510128
22749067,0.03166857,-0.036125638,0.13128147
22758699,0.04272595,-0.051156547,0.13406867
22769074,0.029804109,-0.034241796,0.1297869
22778713,0.031539537,-0.036099087,0.12511745
22789068,0.031539537,-0.036099087,0.12511745
22797867,0.044333693,-0.037969656,0.12329987
22809089,0.04452691,-0.041763887,0.13252972
22817868,0.057323106,-0.021108005,0.1308091
22829067,0.038934547,-0.024849141,0.12809452
22837868,0.038934547,-0.024849141,0.12809452
22846669,0.037262626,-0.034268346,0.13579749
22857091,0.037327822,-0.026772805,0.1389118
22866670,0.040733814,-0.034228522,0.12647475
22877085,0.04999261,-0.032371234,0.13091405
22886714,0.031603713,-0.03986677,0.1281833
22897070,0.04433268,-0.049232878,0.12325138
22905886,0.05005645,-0.03989332,0.13396372
22917073,0.02659099,-0.034334715,0.15143764
22925876,0.050249323,-0.04744196,0.1431774
22937068,0.037263304,-0.02675953,0.1358298
22945868,0.037263304,-0.02675953,0.1358298
22954683,0.02999834,-0.026772805,0.13906524
22965084,0.022152716,-0.02666661,0.114562646
22974717,0.02960954,-0.0454652,0.12049241
22985067,0.03353269,-0.041763887,0.13275987
22995468,0.03353269,-0.041763887,0.13275987
23005081,0.029997325,-0.03803603,0.13901673
23013896,0.041185774,-0.030567035,0.14806493
23025079,0.040863186,-0.030500663,0.13265492
23033891,0.03520461,-0.032344684,0.1250569
23045089,0.040862847,-0.03425507,0.13263875
23053067,0.048258204,-0.019250713,0.13563198
23062668,0.051792208,-0.037996206,0.12931043
23073067,0.033275295,-0.034201972,0.12046418
23082667,0.040731784,-0.056754973,0.12637778
23093067,0.038997374,-0.04363446,0.1310957
23103468,0.038997374,-0.04363446,0.1310957
23113067,0.041056402,-0.034294892,0.14188477
23121902,0.049798038,-0.043594636,0.12161954
23133067,0.04452826,-0.026746256,0.13259438
23141888,0.049734537,-0.032318134,0.11858603
23161070,0.02607485,-0.034228522,0.12678161
23170668,0.026076203,-0.01921089,0.12684627
23181067,0.037069414,-0.030474113,0.12656763
23190680,0.035203595,-0.04360791,0.1250084
23201067,0.05365634,-0.04363446,0.13078883
23209872,0.027808921,-0.05110345,0.12204751
23220267,0.03533365,-0.032371234,0.1312209
23229903,0.033338796,-0.045478474,0.123497695
23240285,0.037262287,-0.038022757,0.13578132
23249898,0.044333357,-0.041724063,0.12328371
23260316,0.044333357,-0.041724063,0.12328371
23269068,0.03539918,-0.02112128,0.1343514
23280270,0.036939025,-0.0454652,0.12033898
23289067,0.020672994,-0.051143274,0.13144696
23300303,0.037005235,-0.026706433,0.12350179
23309068,0.037005235,-0.026706433,0.12350179
23317917,0.03526676,-0.05863881,0.12802577
23328296,0.029866934,-0.053027112,0.13278809
23337878,0.040928382,-0.023005122,0.13576925
23348267,0.033211116,-0.03043429,0.11739834
23357912,0.031539872,-0.032344684,0.12513362
23368268,0.031539872,-0.032344684,0.12513362
23377095,0.04279182,-0.036152184,0.13721532
23388267,0.040927365,-0.034268346,0.13572076
23397075,0.040797316,-0.045505024,0.12950826
23408281,0.03539749,-0.03989332,0.13427058
23417068,0.03539749,-0.03989332,0.13427058
23425892,0.026138691,-0.041750614,0.12983128
23436267,0.029933482,-0.030513937,0.13596708
23445874,0.03166891,-0.032371234,0.13129762
23456267,0.025945138,-0.04171079,0.12058529
23465874,0.04259793,-0.03986677,0.12795316
23476268,0.040862508,-0.03800948,0.1326226
23485116,0.040668283,-0.045478474,0.12334426
23496272,0.040863525,-0.026746256,0.13267109
23505090,0.037069414,-0.030474113,0.12656763
23516275,0.044657636,-0.023018397,0.13877453
23525068,0.044657636,-0.023018397,0.13877453
23533868,0.035074897,-0.03982695,0.11886057
23544299,0.02234627,-0.026706433,0.12380866
23553867,0.033403315,-0.04549175,0.1265797
23564312,0.026011009,-0.026706433,0.12373194
23574668,0.026011009,-0.026706433,0.12373194
23584319,0.031152766,-0.032265037,0.10664161
23593102,0.03147502,-0.036085814,0.12203545
23604299,0.029933482,-0.030513937,0.13596708
23613121,0.039063245,-0.028630098,0.13424236
23624298,0.04465696,-0.030527212,0.1387422
23632267,0.03533365,-0.032371234,0.1312209
23641868,0.022474967,-0.030487388,0.12995648
23652273,0.027940327,-0.024849141,0.12832467
23661870,0.050120965,-0.039906595,0.13704573
23672267,0.04253409,-0.032344684,0.12490347
23682669,0.04253409,-0.032344684,0.12490347
23692306,0.044527244,-0.03800948,0.13254587
23701078,0.059186548,-0.03425507,0.13225518
23712274,0.03160405,-0.03611236,0.12819947
23721071,0.026075188,-0.030474113,0.12679778
23731468,0.026075188,-0.030474113,0.12679778
23740276,0.036940716,-0.026693158,0.12041979
23751468,0.05198678,-0.026772805,0.13860492
23760267,0.046456907,-0.03239778,0.13715476
23771467,0.029608864,-0.052974015,0.120460086
23780267,0.03359721,-0.041777164,0.13584188
23789073,0.026268741,-0.030513937,0.13604379
23799467,0.037132576,-0.045505024,0.12958497
23809084,0.028132526,-0.039906595,0.13750602
23819467,0.03141016,-0.03982695,0.11893729
23829068,0.033403654,-0.04173734,0.12659585
23839471,0.033403654,-0.04173734,0.12659585
23848305,0.03147502,-0.036085814,0.12203545
23859471,0.051599335,-0.030447565,0.120096765
23868294,0.053591482,-0.047375586,0.12769069
23879468,0.035270143,-0.021094732,0.1281874
23888269,0.035270143,-0.021094732,0.1281874
23897080,0.03366274,-0.030527212,0.13897234
23907467,0.04433403,-0.034215245,0.123316035
23917089,0.04645589,-0.043661006,0.13710627
23927467,0.03340433,-0.034228522,0.12662819
23937069,0.040991884,-0.03428162,0.13880275
23947468,0.040991884,-0.03428162,0.13880275
23956297,0.046327535,-0.036125638,0.13097459
23967490,0.049992945,-0.028616823,0.1309302
23976294,0.02414655,-0.02482259,0.12223737
23987467,0.026075188,-0.030474113,0.12679778
23996342,0.026075188,-0.030474113,0.12679778
24005072,0.05005645,-0.03989332,0.13396372
24015467,0.03359856,-0.02675953,0.13590652
24025068,0.033661723,-0.041790437,0.13892385
24035467,0.04272595,-0.051156547,0.13406867
24045092,0.026204223,-0.030500663,0.1329618
24055467,0.042599283,-0.024849141,0.12801781
24064292,0.04446239,-0.041750614,0.1294477
24075467,0.040541276,-0.022925476,0.117277235
24084290,0.03166688,-0.054897677,0.13120064
24095467,0.022280738,-0.037956383,0.12067817
24104361,0.022280738,-0.037956383,0.12067817
24113068,0.04266245,-0.03988005,0.13103515
24123467,0.018423459,-0.026653334,0.11155736
24133068,0.02247429,-0.037996206,0.12992416
24143483,0.022602987,-0.041777164,0.13607202
24153877,0.022602987,-0.041777164,0.13607202
24163468,0.037262965,-0.030513937,0.13581364
24172270,0.04799878,-0.034215245,0.123239316
24183469,0.020416277,-0.036072537,0.1191836
24192268,0.05172837,-0.030474113,0.12626077
24203467,0.04266279,-0.036125638,0.13105132
24211481,0.029610895,-0.030447565,0.12055706
24221083,0.031733427,-0.032384507,0.13437963
24231482,0.035075236,-0.036072537,0.11887674
24241882,0.04253409,-0.032344684,0.12490347
24251476,0.048062958,-0.037982933,0.12630516
24261068,0.048062958,-0.037982933,0.12630516
24270667,0.04452894,-0.01923744,0.1326267
24280307,0.026074173,-0.04173734,0.12674929
24290667,0.046262,-0.047375586,0.12784411
24300268,0.02793965,-0.032357957,0.12829235
24310668,0.02793965,-0.032357957,0.12829235
24319477,0.03713325,-0.037996206,0.12961729
24330668,0.051598657,-0.037956383,0.12006444
24339481,0.029738575,-0.04549175,0.12665641
24350668,0.038999405,-0.021108005,0.13119268
24359468,0.038999405,-0.021108005,0.13119268
24368278,0.017009946,-0.032371234,0.1316045
24378667,0.03366308,-0.026772805,0.13898851
24388298,0.03713393,-0.030487388,0.12964962
24398667,0.040798668,-0.030487388,0.1295729
24408268,0.040798668,-0.030487388,0.1295729
24418667,0.044206012,-0.022925476,0.117200516
24427477,0.033403654,-0.04173734,0.12659585
24438667,0.033469863,-0.022978574,0.12975867
24447466,0.035268113,-0.043621182,0.12809043
24458667,0.03346851,-0.037996206,0.12969401
24466670,0.04799844,-0.037969656,0.123223156
24476276,0.035141446,-0.017313773,0.12203955
24486676,0.035203934,-0.0398535,0.12502457
24496280,0.037327483,-0.030527212,0.13889563
24506675,0.044721477,-0.030540485,0.14182422
24515481,0.04433268,-0.049232878,0.12325138
24526667,0.03880551,-0.02482259,0.12193051
24535468,0.01880955,-0.037996206,0.13000087
24546675,0.027874455,-0.0398535,0.12517801
24555477,0.040669974,-0.026706433,0.123425074
24574667,0.04439821,-0.037982933,0.12638187
24584342,0.029804109,-0.034241796,0.1297869
24594667,0.033468846,-0.034241796,0.12971017
24604327,0.037262626,-0.034268346,0.13579749
24614668,0.037262626,-0.034268346,0.13579749
24623472,0.028004507,-0.028616823,0.1313905
24634688,0.035527874,-0.024902238,0.14049925
24643468,0.06072842,-0.036072537,0.11833972
24654689,0.026011009,-0.026706433,0.12373194
24663477,0.026011009,-0.026706433,0.12373194
24672303,0.051664192,-0.026706433,0.123194925
24682695,0.035267435,-0.051129997,0.1280581
24692268,0.029804448,-0.030487388,0.12980306
24702668,0.04799878,-0.034215245,0.123239316
24713867,0.037264317,-0.015496305,0.1358783
24721896,0.03160304,-0.047375586,0.12815098
24731467,0.03739302,-0.019277262,0.14202614
24741867,0.020675024,-0.028616823,0.13154393
24751468,0.044397537,-0.04549175,0.12634954
24761867,0.03353269,-0.041763887,0.13275987
24771472,0.03353269,-0.041763887,0.13275987
24781868,0.022604002,-0.030513937,0.13612051
24790698,0.037262965,-0.030513937,0.13581364
24801881,0.035138737,-0.04734904,0.121910244
24810666,0.049798038,-0.043594636,0.12161954
24820269,0.049798038,-0.043594636,0.12161954
24829880,0.038868338,-0.04360791,0.12493169
24839486,0.02601067,-0.03046084,0.12371578
24849867,0.033339135,-0.041724063,0.123513855
24859468,0.026140383,-0.022978574,0.1299121
24869882,0.026140383,-0.022978574,0.1299121
24878668,0.040604103,-0.04171079,0.120278426
24889879,0.0407328,-0.04549175,0.12642626
24898712,0.04626369,-0.02860355,0.12792493
24909894,0.040862508,-0.03800948,0.1326226
24918716,0.040862508,-0.03800948,0.1326226
24927467,0.03893421,-0.02860355,0.12807837
24937867,0.046262678,-0.03986677,0.12787645
24947477,0.053591143,-0.051129997,0.12767452
24957867,0.047999457,-0.026706433,0.123271644
24967468,0.024274908,-0.032357957,0.12836906
24977867,0.049862556,-0.04360791,0.124701545
24986681,0.037261613,-0.045531575,0.135749
24997888,0.04066862,-0.041724063,0.123360425
25006668,0.033855617,-0.038075853,0.14818603
25017867,0.025945814,-0.034201972,0.12061762
25025910,0.051985428,-0.041790437,0.13854028
25035471,0.024339765,-0.028616823,0.13146722
25045875,0.05385057,-0.03616546,0.14006718
25055468,0.018810565,-0.026732981,0.13004936
25065867,0.03359856,-0.02675953,0.13590652
25076268,0.03359856,-0.02675953,0.13590652
25085867,0.049798038,-0.043594636,0.12161954
25094679,0.03713393,-0.030487388,0.12964962
25105867,0.018745707,-0.030474113,0.12695122
25114711,0.048191316,-0.045518298,0.13243684
25133883,0.03906223,-0.03989332,0.13419387
25143470,0.022345591,-0.034215245,0.12377633
25153872,0.03912607,-0.04741541,0.13724354
25163467,0.026140045,-0.026732981,0.12989594
25173898,0.026140045,-0.026732981,0.12989594
25182668,0.0295457,-0.03794311,0.11744273
25193895,0.048193347,-0.02299185,0.13253382
25202687,0.033275295,-0.034201972,0.12046418
25213867,0.040669974,-0.026706433,0.123425074
25222686,0.037069075,-0.034228522,0.12655146
25232290,0.051663853,-0.03046084,0.123178765
25241882,0.04285668,-0.032411058,0.14031349
25253068,0.0407328,-0.04549175,0.12642626
25261866,0.037003204,-0.049232878,0.123404816
25273083,0.042469233,-0.036085814,0.1218053
25281890,0.042469233,-0.036085814,0.1218053
25290669,0.042467203,-0.058612265,0.12170832
25301067,0.038997374,-0.04363446,0.1310957
25310668,0.03160473,-0.02860355,0.1282318
25321067,0.03719777,-0.03800948,0.13269931
25330668,0.03719777,-0.03800948,0.13269931
25341073,0.025881635,-0.03043429,0.117551774
25349880,0.049863573,-0.032344684,0.12475003
25361067,0.040927365,-0.034268346,0.13572076
25369893,0.046521086,-0.03616546,0.1402206
25379475,0.046521086,-0.03616546,0.1402206
25389068,0.04272663,-0.043647733,0.13410099
25398677,0.037132576,-0.045505024,0.12958497
25409067,0.044527583,-0.03425507,0.13256204
25418670,0.04099087,-0.045544848,0.13875426
25429067,0.04465662,-0.03428162,0.13872604
25437868,0.022538807,-0.03800948,0.13300619
25449070,0.017009946,-0.032371234,0.1316045
25457888,0.03334049,-0.026706433,0.12357851
25469067,0.037327144,-0.03428162,0.13887946
25477914,0.038675465,-0.036059264,0.11571802
25497077,0.035203934,-0.0398535,0.12502457
25506668,0.042532396,-0.051116724,0.12482265
25517091,0.049863573,-0.032344684,0.12475003
25526667,0.042468894,-0.039840225,0.121789135
25537068,0.042468894,-0.039840225,0.121789135
25545897,0.04440024,-0.015456483,0.12647885
25557067,0.0535925,-0.03611236,0.12773918
25565905,0.048191655,-0.041763887,0.132453
25577067,0.04613364,-0.039840225,0.12171242
25585911,0.04613364,-0.039840225,0.12171242
25594668,0.039063245,-0.028630098,0.13424236
25605098,0.04465696,-0.030527212,0.1387422
25614668,0.02813388,-0.024888963,0.13757068
25625072,0.035268452,-0.03986677,0.1281066
25634668,0.03346851,-0.037996206,0.12969401
25645087,0.024274232,-0.03986677,0.12833674
25653868,0.042727645,-0.032384507,0.13414948
25665093,0.04266279,-0.036125638,0.13105132
25673871,0.04960584,-0.028537178,0.11243819
25685070,0.04253409,-0.032344684,0.12490347
25693868,0.04253409,-0.032344684,0.12490347
25702669,0.04799878,-0.034215245,0.123239316
25713105,0.035591718,-0.03242433,0.14354892
25724300,0.04452691,-0.041763887,0.13252972
25733117,0.037067384,-0.053000566,0.12647066
25742668,0.037067384,-0.053000566,0.12647066
25752267,0.04439821,-0.037982933,0.12638187
25761868,0.035462003,-0.039906595,0.13735259
25772267,0.048255835,-0.045531575,0.13551883
25781896,0.029738914,-0.04173734,0.12667258
25792268,0.029738914,-0.04173734,0.12667258
25801081,0.050057802,-0.02487569,0.13402838
25812267,0.035269465,-0.02860355,0.12815508
25821068,0.05192057,-0.045531575,0.13544212
25830720,0.04613364,-0.039840225,0.12171242
25841077,0.04079833,-0.034241796,0.12955675
25849868,0.031411175,-0.028563727,0.11898578
25860300,0.044591088,-0.045531575,0.13559556
25869868,0.05365837,-0.021108005,0.13088581
25880267,0.040862508,-0.03800948,0.1326226
25889868,0.048062623,-0.04173734,0.126289
25900268,0.048062623,-0.04173734,0.126289
25909088,0.03880416,-0.039840225,0.12186585
25920277,0.037003204,-0.049232878,0.123404816
25929068,0.035398502,-0.028630098,0.13431907
25940267,0.03359721,-0.041777164,0.13584188
25949068,0.03359721,-0.041777164,0.13584188
25957873,0.03539749,-0.03989332,0.13427058
25968312,0.033533365,-0.03425507,0.13279219
25977868,0.058992997,-0.034215245,0.12300917
25988311,0.027874455,-0.0398535,0.12517801
25997870,0.027874455,-0.0398535,0.12517801
26008296,0.04465696,-0.030527212,0.1387422
26017068,0.04979939,-0.028577,0.12168419
26028267,0.04799878,-0.034215245,0.123239316
26037083,0.04433268,-0.049232878,0.12325138
26048267,0.024661338,-0.03994642,0.14682873
26056286,0.042661432,-0.051143274,0.13098666
26065881,0.035203934,-0.0398535,0.12502457
26076275,0.04285668,-0.032411058,0.14031349
