timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
22086691,0.0024032788,0.00033826492,0.00016320031,0.010183699,-0.0035237214,0.013612078,0.9998493,0.369356,-0.0030700094,0.02178862,0.92902744,3
22118693,-0.00059890293,0.00034049508,-0.0014788785,0.010188348,-0.0035364083,0.013626914,0.999849,0.369356,-0.0030700094,0.02178862,0.92902744,3
22150676,0.0014295441,0.0013008409,-0.00088241824,0.010189196,-0.0035417816,0.013636063,0.99984884,0.369356,-0.0030700094,0.02178862,0.92902744,3
22182669,0.0018985576,-0.00031168706,0.0014442984,0.010178778,-0.0035372663,0.013638372,0.999849,0.369356,-0.0030700094,0.02178862,0.92902744,3
22214670,-0.00049095997,2.0396139e-05,-0.00084326917,0.0101753445,-0.0035516,0.0136429025,0.99984884,0.369356,-0.0030700094,0.02178862,0.92902744,3
22245869,0.0010334502,-0.0017022577,0.0007058154,0.010176631,-0.0035559216,0.013646925,0.99984884,0.369356,-0.0030700094,0.02178862,0.92902744,3
22277876,-0.0007270946,0.002039411,0.0026724776,0.010163013,-0.0035695222,0.013661345,0.99984866,0.369356,-0.0030700094,0.02178862,0.92902744,3
22309886,0.0009745706,0.0017291358,-0.0022554444,0.010180954,-0.0035912204,0.013675103,0.99984825,0.369356,-0.0030700094,0.02178862,0.92902744,3
22341875,-0.0009868827,0.00022844638,0.0006578341,0.010166317,-0.0036161672,0.013667702,0.9998484,0.369356,-0.0030700094,0.02178862,0.92902744,3
22373870,-0.00016452422,-0.00062016625,-0.0005371672,0.010166198,-0.003614443,0.013687013,0.9998482,0.369356,-0.0030700094,0.02178862,0.92902744,3
22405876,-0.0004312026,-0.00042029045,0.0019180486,0.010157481,-0.003608526,0.013711293,0.99984795,0.369356,-0.0030700094,0.02178862,0.92902744,3
22437869,0.010385392,-0.022829924,-0.010434567,0.010208516,-0.003571905,0.013727603,0.9998473,0.369356,-0.0030700094,0.02178862,0.92902744,3
22469892,0.011579146,-0.04623254,0.0057958355,0.010295684,-0.0035530417,0.013719199,0.99984664,0.369356,-0.0030700094,0.02178862,0.92902744,3
22501870,-0.020957867,-0.11480697,0.022932645,0.010184299,-0.0035293577,0.013618372,0.99984926,0.369356,-0.0030700094,0.02178862,0.92902744,3
22533876,-0.047838457,-0.034298126,0.018698253,0.009948837,-0.003614356,0.013657438,0.9998507,0.369356,-0.0030700094,0.02178862,0.92902744,3
22565870,0.005479527,0.06049337,0.013299395,0.0096492,-0.0036810786,0.013787831,0.99985164,0.369356,-0.0030700094,0.02178862,0.92902744,3
22597872,-0.0027963535,-0.020528154,0.015625762,0.009406341,-0.0035760924,0.013681319,0.99985576,0.369356,-0.0030700094,0.02178862,0.92902744,3
22629870,-0.008600248,-0.019366091,0.0032899547,0.0093455985,-0.0035535633,0.013698912,0.9998562,0.369356,-0.0030700094,0.02178862,0.92902744,3
22661876,0.0015457636,0.003655643,-0.011015223,0.00944176,-0.0035754216,0.013712771,0.99985504,0.369356,-0.0030700094,0.02178862,0.92902744,3
22693870,0.010067856,-0.014254894,-0.011973402,0.009614563,-0.0035788005,0.013729906,0.9998532,0.369356,-0.0030700094,0.02178862,0.92902744,3
22725887,-0.010718281,0.0018649636,-0.01752505,0.009894976,-0.0036350128,0.013692172,0.9998507,0.369356,-0.0030700094,0.02178862,0.92902744,3
22757070,-0.011631033,-0.006787178,-0.009067262,0.010122315,-0.0036756743,0.013641403,0.99984896,0.369356,-0.0030700094,0.02178862,0.92902744,3
22789077,0.024869064,-0.006788138,-0.013220379,0.010293832,-0.003661827,0.013654531,0.9998472,0.369356,-0.0030700094,0.02178862,0.92902744,3
22821069,-0.02646391,0.0055521177,-0.0040984415,0.010448035,-0.0037326608,0.013561523,0.9998465,0.369356,-0.0030700094,0.02178862,0.92902744,3
