timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
139220503,139220189,80000.0,1.0,12.740298,23.496218,0.0,1,240,18,4,0,2,0,0,1,1,43
139310179,0,1200.0,0.25786987,0.0,0.37250975,0.0,0,0,0,0,0,0,0,1,0,1,36
139628524,139628376,80000.0,1.0,12.740298,23.496218,0.0,255,0,6,4,0,2,0,0,1,1,43
140221726,140219182,80000.0,1.0,12.935001,24.960611,0.0,1,240,18,4,0,2,0,0,1,1,43
140311746,0,1200.0,0.25786987,0.0,0.4916563,0.0,0,0,0,0,0,0,0,1,0,1,36
140632415,140631377,80000.0,1.0,12.935001,24.960611,0.0,255,0,6,4,0,2,0,0,1,1,43
141221794,141221275,80000.0,1.0,12.991354,24.932781,0.0,1,240,18,4,0,2,0,0,1,1,43
141312447,0,1200.0,0.25786987,0.0,0.30070502,0.0,0,0,0,0,0,0,0,1,0,1,36
141648321,141645955,80000.0,1.0,12.991354,24.932781,0.0,255,0,6,4,0,2,0,0,1,1,43
142220358,142219733,80000.0,1.0,13.00497,25.038837,0.0,1,240,18,4,0,2,0,0,1,1,43
142321255,0,1200.0,0.25786987,0.0,0.51434666,0.0,0,0,0,0,0,0,0,1,0,1,36
142631994,142628125,80000.0,1.0,13.00497,25.038837,0.0,255,0,6,4,0,2,0,0,1,1,43
143220952,143220431,80000.0,1.0,13.017521,24.96063,0.0,1,240,18,4,0,2,0,0,1,1,43
143332774,0,1200.0,0.25786987,0.0,0.58908904,0.0,0,0,0,0,0,0,0,1,0,1,36
143631642,143629072,80000.0,1.0,13.017521,24.96063,0.0,255,0,6,4,0,2,0,0,1,1,43
144219797,144217171,80000.0,1.0,13.10802,24.999102,0.0,1,240,18,4,0,2,0,0,1,1,43
144335563,0,1200.0,0.25786987,0.0,0.34464929,0.0,0,0,0,0,0,0,0,1,0,1,36
144630362,144629953,80000.0,1.0,13.10802,24.999102,0.0,255,0,6,4,0,2,0,0,1,1,43
145222611,145222056,80000.0,1.0,12.965088,24.943127,0.0,1,240,18,4,0,2,0,0,1,1,43
145336264,0,1200.0,0.25786987,0.0,0.45128697,0.0,0,0,0,0,0,0,0,1,0,1,36
145630982,145629931,80000.0,1.0,12.965088,24.943127,0.0,255,0,6,4,0,2,0,0,1,1,43
146220377,146219805,80000.0,1.0,13.014709,25.057589,0.0,1,240,18,4,0,2,0,0,1,1,43
146336540,0,1200.0,0.25786987,0.0,0.45851478,0.0,0,0,0,0,0,0,0,1,0,1,36
146626889,146626262,80000.0,1.0,13.014709,25.057589,0.0,255,0,6,4,0,2,0,0,1,1,43
147218981,147218607,80000.0,1.0,12.988024,24.9663,0.0,1,240,18,4,0,2,0,0,1,1,43
147343852,0,1200.0,0.25786987,0.0,0.45469615,0.0,0,0,0,0,0,0,0,1,0,1,36
147629883,147628926,80000.0,1.0,12.988024,24.9663,0.0,255,0,6,4,0,2,0,0,1,1,43
148219186,148218516,80000.0,1.0,13.047959,24.91519,0.0,1,240,18,4,0,2,0,0,1,1,43
148346072,0,1200.0,0.25786987,0.0,0.39808437,0.0,0,0,0,0,0,0,0,1,0,1,36
148629331,148627491,80000.0,1.0,13.047959,24.91519,0.0,255,0,6,4,0,2,0,0,1,1,43
149218657,149217617,80000.0,1.0,13.055462,24.90467,0.0,1,240,18,4,0,2,0,0,1,1,43
149348489,0,1200.0,0.25786987,0.0,0.34562948,0.0,0,0,0,0,0,0,0,1,0,1,36
149635088,149633449,80000.0,1.0,13.055462,24.90467,0.0,255,0,6,4,0,2,0,0,1,1,43
150221214,150220663,80000.0,1.0,12.984175,24.919003,0.0,1,240,18,4,0,2,0,0,1,1,43
150357401,0,1200.0,0.25786987,0.0,0.67417926,0.0,0,0,0,0,0,0,0,1,0,1,36
150637157,150630038,80000.0,1.0,12.984175,24.919003,0.0,255,0,6,4,0,2,0,0,1,1,43
151221235,151220494,80000.0,1.0,13.004996,24.998924,0.0,1,240,18,4,0,2,0,0,1,1,43
151360790,0,1200.0,0.25786987,0.0,0.43449056,0.0,0,0,0,0,0,0,0,1,0,1,36
151645230,151644288,80000.0,1.0,13.004996,24.998924,0.0,255,0,6,4,0,2,0,0,1,1,43
152220360,152219451,80000.0,1.0,12.97593,25.283976,0.0,1,240,18,4,0,2,0,0,1,1,43
152366192,0,1200.0,0.25786987,0.0,0.31032145,0.0,0,0,0,0,0,0,0,1,0,1,36
152648853,152646125,80000.0,1.0,12.97593,25.283976,0.0,255,0,6,4,0,2,0,0,1,1,43
153221310,153220252,80000.0,1.0,13.058374,24.996975,0.0,1,240,18,4,0,2,0,0,1,1,43
153370149,0,1200.0,0.25786987,0.0,0.43625367,0.0,0,0,0,0,0,0,0,1,0,1,36
