timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
139235169,inf,1,0,0,0,0
140240143,inf,1,0,0,0,0
141245974,inf,1,0,0,0,0
142255135,inf,1,0,0,0,0
143266916,inf,1,0,0,0,0
144278876,inf,1,0,0,0,0
144635332,inf,0,0,1,0,0
145650855,inf,0,0,1,0,0
146438284,inf,0,0,0,0,0
147453743,inf,0,0,0,0,0
148460490,inf,0,0,0,0,0
149467147,inf,0,0,0,0,0
150473395,inf,0,0,0,0,0
151482351,inf,0,0,0,0,0
152497071,inf,0,0,0,0,0
153502057,inf,0,0,0,0,0
154513073,inf,0,0,0,0,0
155530577,inf,0,0,0,0,0
156546233,inf,0,0,0,0,0
157562052,inf,0,0,0,0,0
158572384,inf,0,0,0,0,0
159582123,inf,0,0,0,0,0
160589062,inf,0,0,0,0,0
161600408,inf,0,0,0,0,0
163620546,inf,0,0,0,0,0
164634059,inf,0,0,0,0,0
165645098,inf,0,0,0,0,0
166655032,inf,0,0,0,0,0
167667803,inf,0,0,0,0,0
168687066,inf,0,0,0,0,0
169698898,inf,0,0,0,0,0
170711179,inf,0,0,0,0,0
171724411,inf,0,0,0,0,0
172727060,inf,0,0,0,0,0
173732175,inf,0,0,0,0,0
174743232,inf,0,0,0,0,0
175752137,inf,0,0,0,0,0
176762059,inf,0,0,0,0,0
177774892,inf,0,0,0,0,0
178782665,inf,0,0,0,0,0
179792223,inf,0,0,0,0,0
180802097,inf,0,0,0,0,0
181819497,inf,0,0,0,0,0
182836651,inf,0,0,0,0,0
183845065,inf,0,0,0,0,0
184857061,inf,0,0,0,0,0
185867063,inf,0,0,0,0,0
186873460,inf,0,0,0,0,0
187884559,inf,0,0,0,0,0
188892520,inf,0,0,0,0,0
189907758,inf,0,0,0,0,0
190918553,inf,0,0,0,0,0
191929104,inf,0,0,0,0,0
192946107,inf,0,0,0,0,0
193962122,inf,0,0,0,0,0
194975213,inf,0,0,0,0,0
195984440,inf,0,0,0,0,0
196994103,inf,0,0,0,0,0
198005617,inf,0,0,0,0,0
199015211,inf,0,0,0,0,0
200025076,inf,0,0,0,0,0
201037111,inf,0,0,0,0,0
202046059,inf,0,0,0,0,0
203055322,inf,0,0,0,0,0
204067181,inf,0,0,0,0,0
205078178,inf,0,0,0,0,0
206086060,inf,0,0,0,0,0
207101842,inf,0,0,0,0,0
208114958,inf,0,0,0,0,0
209122117,inf,0,0,0,0,0
210126131,inf,0,0,0,0,0
211137069,inf,0,0,0,0,0
212143069,inf,0,0,0,0,0
214160140,inf,0,0,0,0,0
215171061,inf,0,0,0,0,0
216184194,inf,0,0,0,0,0
217193065,inf,0,0,0,0,0
218202033,inf,0,0,0,0,0
219214218,inf,0,0,0,0,0
220232129,inf,0,0,0,0,0
221243236,inf,0,0,0,0,0
222246072,inf,0,0,0,0,0
223264417,inf,0,0,0,0,0
224273366,inf,0,0,0,0,0
225284237,inf,0,0,0,0,0
226294099,inf,0,0,0,0,0
227310059,inf,0,0,0,0,0
228314101,inf,0,0,0,0,0
229323654,inf,0,0,0,0,0
230330981,inf,0,0,0,0,0
231342952,inf,0,0,0,0,0
232359208,inf,0,0,0,0,0
233380198,inf,0,0,0,0,0
234391227,inf,0,0,0,0,0
235399091,inf,0,0,0,0,0
