timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
138616412,0.15480389,0.0062924125,0.09237716
438386794,0.20985423,0.004107355,0.10925167
438590649,0.24404527,0.009156798,0.11108229
438794918,0.24876444,0.0068581547,0.10672148
