timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
138939289,32767,32767,32767,32767,-40,32767,-239
138943318,32767,32767,32767,32767,32767,-33,32767
138947311,32767,32767,32767,32767,32767,32767,-218
138951272,32767,32767,32767,32767,32767,32767,32767
138955271,32767,32767,32767,32767,32767,-64,32767
138959276,32767,32767,32767,32767,32767,32767,-237
138963315,32767,32767,32767,32767,-63,-41,32767
138967294,32767,32767,32767,32767,32767,32767,-217
138971270,32767,32767,32767,32767,32767,32767,32767
138975282,32767,32767,32767,32767,-60,-64,32767
138979277,32767,32767,32767,32767,32767,32767,32767
138983304,32767,32767,32767,32767,32767,-41,-279
138987270,32767,32767,32767,32767,-62,32767,32767
138991289,32767,32767,32767,32767,32767,32767,32767
138995286,32767,32767,32767,32767,32767,-56,-297
138999276,32767,32767,32767,32767,32767,32767,-238
139003301,32767,32767,32767,32767,32767,-41,32767
139007270,32767,32767,32767,32767,-58,32767,32767
139011270,32767,32767,32767,32767,32767,-31,-260
139015292,32767,32767,32767,32767,32767,32767,32767
139019276,32767,32767,32767,32767,-71,32767,-240
139023308,32767,32767,32767,32767,32767,-41,32767
139027269,32767,32767,32767,32767,-51,32767,-219
139031281,32767,32767,32767,32767,32767,32767,32767
139035274,32767,32767,32767,32767,32767,-72,32767
139039269,32767,32767,32767,32767,32767,32767,-240
139043285,32767,32767,32767,32767,32767,32767,32767
139047276,32767,32767,32767,32767,-36,32767,-220
139051270,32767,32767,32767,32767,32767,-40,32767
139055272,32767,32767,32767,32767,32767,32767,-200
139059270,32767,32767,32767,32767,-51,32767,32767
139063304,32767,32767,32767,32767,32767,-65,-182
139067276,32767,32767,32767,32767,32767,32767,32767
139071270,32767,32767,32767,32767,-54,-40,32767
139075304,32767,32767,32767,32767,32767,32767,-201
139079270,32767,32767,32767,32767,32767,32767,32767
139083284,32767,32767,32767,32767,32767,-64,32767
139087277,32767,32767,32767,32767,32767,32767,-221
139091270,32767,32767,32767,32767,-51,-40,32767
139095302,32767,32767,32767,32767,32767,32767,32767
139099270,32767,32767,32767,32767,32767,32767,-236
139103302,32767,32767,32767,32767,-63,-73,32767
139107276,32767,32767,32767,32767,32767,32767,32767
139111270,32767,32767,32767,32767,-41,-40,-252
139115302,32767,32767,32767,32767,32767,32767,32767
139119269,32767,32767,32767,32767,32767,32767,-241
139123282,32767,32767,32767,32767,32767,-72,32767
139127276,32767,32767,32767,32767,32767,32767,-219
139131270,32767,32767,32767,32767,32767,-40,32767
139135270,32767,32767,32767,32767,-58,32767,32767
139139269,32767,32767,32767,32767,32767,32767,-238
139143306,32767,32767,32767,32767,32767,-73,32767
139147270,32767,32767,32767,32767,-66,32767,32767
139151270,32767,32767,32767,32767,32767,-64,-258
139155276,32767,32767,32767,32767,-52,32767,32767
139159280,32767,32767,32767,32767,32767,-40,-232
139163280,32767,32767,32767,32767,32767,32767,32767
139167270,32767,32767,32767,32767,32767,32767,-221
139171269,32767,32767,32767,32767,32767,-64,32767
139175276,32767,32767,32767,32767,-41,32767,32767
139179304,32767,32767,32767,32767,32767,-41,-240
139183310,32767,32767,32767,32767,32767,32767,32767
139187270,32767,32767,32767,32767,-52,32767,-221
139191270,32767,32767,32767,32767,32767,-56,32767
139195276,32767,32767,32767,32767,32767,32767,-200
139199270,32767,32767,32767,32767,-58,-40,32767
139203328,32767,32767,32767,32767,32767,32767,32767
139207270,32767,32767,32767,32767,32767,32767,-221
139211294,32767,32767,32767,32767,32767,-72,32767
139215279,32767,32767,32767,32767,32767,32767,-202
139219270,32767,32767,32767,32767,-51,-40,32767
139223290,32767,32767,32767,32767,32767,32767,32767
139227270,32767,32767,32767,32767,32767,32767,-221
139231289,32767,32767,32767,32767,-62,-72,32767
139235281,32767,32767,32767,32767,32767,32767,32767
139239269,32767,32767,32767,32767,-40,32767,-238
139243367,32767,32767,32767,32767,32767,32767,32767
139247269,32767,32767,32767,32767,32767,-39,-218
139251287,32767,32767,32767,32767,32767,32767,32767
139255270,32767,32767,32767,32767,32767,32767,32767
139259270,32767,32767,32767,32767,32767,-64,-240
139263336,32767,32767,32767,32767,-53,32767,32767
139267270,32767,32767,32767,32767,32767,-39,-221
139271287,32767,32767,32767,32767,32767,32767,32767
139275270,32767,32767,32767,32767,-62,32767,32767
139279271,32767,32767,32767,32767,32767,-64,-236
139283308,32767,32767,32767,32767,32767,32767,32767
139287270,32767,32767,32767,32767,-63,-40,-218
139291281,32767,32767,32767,32767,32767,32767,32767
139295272,32767,32767,32767,32767,32767,32767,-200
139299270,32767,32767,32767,32767,32767,-72,32767
139303287,32767,32767,32767,32767,32767,32767,32767
139307270,32767,32767,32767,32767,-42,-40,-218
139311272,32767,32767,32767,32767,32767,32767,32767
139315271,32767,32767,32767,32767,32767,32767,-201
139319271,32767,32767,32767,32767,-52,-72,32767
139323285,32767,32767,32767,32767,32767,32767,32767
139327319,32767,32767,32767,32767,32767,-41,-219
139331282,32767,32767,32767,32767,-62,32767,32767
139335270,32767,32767,32767,32767,32767,32767,32767
139339269,32767,32767,32767,32767,32767,-72,-237
139343310,32767,32767,32767,32767,32767,32767,32767
139347288,32767,32767,32767,32767,32767,-64,-219
139351278,32767,32767,32767,32767,-42,32767,32767
139355276,32767,32767,32767,32767,32767,-40,32767
139359289,32767,32767,32767,32767,32767,32767,-239
139363313,32767,32767,32767,32767,-53,32767,32767
139367287,32767,32767,32767,32767,32767,-64,32767
139371294,32767,32767,32767,32767,32767,32767,-261
139375270,32767,32767,32767,32767,-62,-40,32767
139379294,32767,32767,32767,32767,32767,32767,-238
139383317,32767,32767,32767,32767,32767,32767,32767
139387270,32767,32767,32767,32767,32767,-56,32767
139391280,32767,32767,32767,32767,32767,32767,-257
139395270,32767,32767,32767,32767,-42,-40,-201
139399274,32767,32767,32767,32767,32767,32767,32767
139403301,32767,32767,32767,32767,32767,32767,32767
139407299,32767,32767,32767,32767,-52,-72,-218
139411344,32767,32767,32767,32767,32767,32767,32767
139415270,32767,32767,32767,32767,32767,-39,32767
139419277,32767,32767,32767,32767,-62,32767,-241
139423300,32767,32767,32767,32767,32767,32767,32767
139427272,32767,32767,32767,32767,32767,-72,32767
139431285,32767,32767,32767,32767,32767,32767,-256
139435270,32767,32767,32767,32767,32767,-64,32767
139439303,32767,32767,32767,32767,-53,32767,-239
139443303,32767,32767,32767,32767,32767,-41,32767
139447270,32767,32767,32767,32767,32767,32767,32767
139451287,32767,32767,32767,32767,-61,32767,-261
139455270,32767,32767,32767,32767,32767,-64,32767
139459277,32767,32767,32767,32767,32767,32767,-239
139463311,32767,32767,32767,32767,-58,-41,32767
139467270,32767,32767,32767,32767,32767,32767,-220
139471296,32767,32767,32767,32767,32767,32767,32767
139475277,32767,32767,32767,32767,32767,-64,-195
139479302,32767,32767,32767,32767,32767,32767,32767
139483301,32767,32767,32767,32767,-43,-41,32767
139487295,32767,32767,32767,32767,32767,32767,32767
139491269,32767,32767,32767,32767,32767,32767,-259
139495297,32767,32767,32767,32767,-52,-72,32767
139499278,32767,32767,32767,32767,32767,32767,-241
139503300,32767,32767,32767,32767,32767,-41,32767
139507279,32767,32767,32767,32767,-62,32767,32767
139511270,32767,32767,32767,32767,32767,-32,-261
139515285,32767,32767,32767,32767,32767,32767,32767
139519288,32767,32767,32767,32767,32767,32767,-241
139523314,32767,32767,32767,32767,32767,-41,32767
139527276,32767,32767,32767,32767,32767,32767,32767
139531276,32767,32767,32767,32767,-69,-40,-257
139535287,32767,32767,32767,32767,32767,32767,32767
139539286,32767,32767,32767,32767,-42,32767,-241
139543313,32767,32767,32767,32767,32767,-65,32767
139547276,32767,32767,32767,32767,32767,32767,-220
139551272,32767,32767,32767,32767,-52,-40,32767
139555270,32767,32767,32767,32767,32767,32767,32767
139559270,32767,32767,32767,32767,32767,32767,32767
139563302,32767,32767,32767,32767,32767,-65,-278
139567289,32767,32767,32767,32767,32767,32767,-216
139571270,32767,32767,32767,32767,32767,-40,32767
139575312,32767,32767,32767,32767,-61,32767,32767
139579288,32767,32767,32767,32767,32767,-32,-240
139583308,32767,32767,32767,32767,32767,32767,32767
139587291,32767,32767,32767,32767,-68,32767,32767
139591269,32767,32767,32767,32767,32767,-40,-258
139595285,32767,32767,32767,32767,-42,32767,32767
139599281,32767,32767,32767,32767,32767,-32,-237
139603272,32767,32767,32767,32767,32767,32767,32767
139607309,32767,32767,32767,32767,32767,32767,32767
139611270,32767,32767,32767,32767,32767,-39,-258
139615270,32767,32767,32767,32767,32767,32767,32767
139619281,32767,32767,32767,32767,-71,32767,-241
139623312,32767,32767,32767,32767,32767,-73,32767
139627280,32767,32767,32767,32767,-42,32767,32767
139631270,32767,32767,32767,32767,32767,-64,-261
139635325,32767,32767,32767,32767,32767,32767,32767
139639301,32767,32767,32767,32767,-54,-40,-241
139643326,32767,32767,32767,32767,32767,32767,32767
139647301,32767,32767,32767,32767,32767,32767,-221
139651270,32767,32767,32767,32767,32767,-64,32767
139655325,32767,32767,32767,32767,32767,32767,-202
139659270,32767,32767,32767,32767,-51,-39,32767
139663306,32767,32767,32767,32767,32767,32767,32767
139667278,32767,32767,32767,32767,32767,32767,32767
139671270,32767,32767,32767,32767,-62,-56,-258
139675298,32767,32767,32767,32767,32767,32767,32767
139679270,32767,32767,32767,32767,-35,-40,-240
139683293,32767,32767,32767,32767,32767,32767,32767
139687300,32767,32767,32767,32767,32767,32767,32767
139691270,32767,32767,32767,32767,32767,-72,-258
139695296,32767,32767,32767,32767,32767,32767,32767
139699270,32767,32767,32767,32767,32767,-40,-241
139703292,32767,32767,32767,32767,-59,32767,32767
