timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
76833944,76833869,-0.41775194,0.42975637,0.001915819,0.08,0.0,0.0,0.0,-1.0
76933941,76933869,-0.41711557,0.428622,0.0020192224,0.08,0.0,0.0,0.0,-1.0
77037939,77037867,-0.41706324,0.4284398,0.0020523926,0.08,0.0,0.0,0.0,-1.0
77141941,77141869,-0.058887906,0.08973032,0.0003964818,0.08,0.0,0.0,0.0,-1.0
77241981,77241891,-0.004718739,0.019933011,0.0017923707,0.08,0.0,0.0,0.0,-1.0
77345957,77345868,-0.009433388,0.0121845985,0.0037712331,0.08,0.0,0.0,0.0,-1.0
77445964,77445875,-0.008610709,0.016815687,-0.0020166875,0.08,0.0,0.0,0.0,-1.0
77546002,77545910,-0.0056569325,0.01435398,-0.0020650323,0.08,0.0,0.0,0.0,-1.0
77649960,77649880,-0.0010966766,0.01623179,0.0016851015,0.08,0.0,0.0,0.0,-1.0
77750047,77749875,-0.0027769005,0.015214891,0.0005197671,0.08,0.0,0.0,0.0,-1.0
77849973,77849869,-0.0015838806,0.01497067,-0.00051195564,0.08,0.0,0.0,0.0,-1.0
77953965,77953889,0.019829495,0.015259623,-0.00014146102,0.08,0.0,0.0,0.0,-1.0
78053956,78053880,-0.0015078632,0.017728187,-0.0042578946,0.08,0.0,0.0,0.0,-1.0
78157941,78157869,0.020982098,0.011316176,-0.008101973,0.08,0.0,0.0,0.0,-1.0
78262023,78261869,0.012805152,0.012642736,-0.0035296043,0.08,0.0,0.0,0.0,-1.0
78362025,78361869,-0.0041544084,0.013752154,0.00063028367,0.08,0.0,0.0,0.0,-1.0
78465965,78465876,-0.011556745,0.004413964,0.0017600693,0.08,0.0,0.0,0.0,-1.0
78565976,78565904,-0.0006054245,0.020278359,0.00040306328,0.08,0.0,0.0,0.0,-1.0
78665992,78665898,-0.0016343947,-0.0040406347,0.0006101516,0.08,0.0,0.0,0.0,-1.0
78769956,78769869,0.0090591,0.005263845,0.0011564717,0.094406895,0.0,0.0,0.0,-1.0
78869962,78869869,0.0018802834,0.023121541,-0.0023959635,0.16757256,0.0,0.0,0.0,-1.0
78969955,78969869,-0.008581289,0.011958536,-0.0019523685,0.22161254,0.0,0.0,0.0,-1.0
79074022,79073905,-0.02101497,0.04028487,-9.529316e-05,0.21963695,0.0,0.0,0.0,-1.0
79173946,79173872,0.010825011,0.01451049,-0.00018797345,0.21966162,0.0,0.0,0.0,-1.0
79277992,79277875,-0.018811287,0.037239622,3.5605968e-05,0.21966262,0.0,0.0,0.0,-1.0
79381980,79381888,-0.008205537,0.034090776,0.00028543425,0.22075103,0.0,0.0,0.0,-1.0
79481985,79481878,-0.05125709,0.03723464,0.00060915505,0.23980671,0.0,0.0,0.0,-1.0
79585958,79585868,-0.045121193,0.029606473,0.0013875427,0.25157103,0.0,0.0,0.0,-1.0
79685958,79685868,0.010064397,0.014408221,0.0032596593,0.2829477,0.0,0.0,0.0,-1.0
79786144,79785910,-0.01869998,0.025410166,-0.0010871589,0.2813867,0.0,0.0,0.0,-1.0
79889994,79889883,-0.02998089,0.019089172,0.001540009,0.29392257,0.0,0.0,0.0,-1.0
79989950,79989877,-0.066535115,0.029362526,-0.001181599,0.30714527,0.0,0.0,0.0,-1.0
80089942,80089869,0.03178728,-0.006647224,-0.00029343276,0.31163687,0.0,0.0,0.0,-1.0
80193945,80193870,-0.085366234,0.04195295,0.0012653293,0.31281477,0.0,0.0,0.0,-1.0
80293980,80293869,0.024150748,-0.025141926,0.0008512557,0.314062,0.0,0.0,0.0,-1.0
80397942,80397869,0.06586258,-0.006537129,-0.0029403346,0.343588,0.0,0.0,0.0,-1.0
80498003,80497919,0.08581994,0.009548187,-0.004941365,0.34208816,0.0,0.0,0.0,-1.0
80597968,80597892,-0.07297758,0.026452335,-0.004847146,0.34380236,0.0,0.0,0.0,-1.0
80701942,80701869,-0.020444285,-0.0042270226,-0.0038730777,0.3747974,0.0,0.0,0.0,-1.0
80801960,80801869,-0.041643176,-0.0027841947,-0.004127724,0.37348858,0.0,0.0,0.0,-1.0
80901942,80901869,-0.002217591,-0.014916633,-0.0066076396,0.3745478,0.0,0.0,0.0,-1.0
81005942,81005869,0.07204685,0.008336029,-0.0019832943,0.404121,0.0,0.0,0.0,-1.0
81105979,81105890,0.08093214,0.03340002,-0.0015670523,0.4028316,0.0,0.0,0.0,-1.0
81210004,81209894,-0.12802917,-0.023192303,0.0025102869,0.40284276,0.0,0.0,0.0,-1.0
81310000,81309869,0.0839751,-0.07259191,0.0011374574,0.4028434,0.0,0.0,0.0,-1.0
81409967,81409875,-0.11927547,-0.037086226,-0.004742751,0.40389898,0.0,0.0,0.0,-1.0
81513956,81513868,-0.05995764,-0.025647974,-0.0056007546,0.40488622,0.0,0.0,0.0,-1.0
81614033,81613919,-0.055815108,0.017651025,-0.0068121697,0.406133,0.0,0.0,0.0,-1.0
81717172,81717096,-0.07826795,0.02381526,-0.010226831,0.4116595,0.0,0.0,0.0,-1.0
81816357,81816284,-0.21916734,-0.036720596,-0.0019599386,0.4366067,0.0,0.0,0.0,-1.0
81917943,81917869,-0.08185371,-0.05773685,-0.0009837743,0.43524843,0.0,0.0,0.0,-1.0
82021174,82021083,0.12504515,-0.13390559,-0.005094223,0.4352283,0.0,0.0,0.0,-1.0
