timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
76594847,0.18867737,0.008665308,0.081681594
176819399,0.19056956,0.007788332,0.07967033
177023866,0.2777756,0.0073735216,0.07926372
177224508,0.19711857,0.005145932,0.06887656
177427435,0.18590432,0.010066472,0.072317496
177631919,0.18436494,0.0076301666,0.07694134
