timestamp,load,ram_usage
76747205,0.67263603,0.848491
77748737,0.72241116,0.8487629
78752565,0.7153512,0.8487629
79753229,0.70991313,0.8487629
80754962,0.711016,0.85059816
81756596,0.7077433,0.85059816
82758765,0.7083411,0.85059816
83759266,0.71426845,0.85059816
84760585,0.7124039,0.848491
85764065,0.71185553,0.848491
86767827,0.7136782,0.8487629
87768556,0.7159456,0.8487629
88771412,0.7131125,0.8487629
89771626,0.7073674,0.8480832
90773470,0.69853145,0.85059816
91774262,0.7055161,0.85059816
92775912,0.7064204,0.85059816
93779991,0.7089407,0.85059816
94782812,0.7079967,0.848491
95785959,0.71102035,0.848491
96787126,0.70253265,0.8487629
97790385,0.6847693,0.853385
98791130,0.69635785,0.8536569
99792678,0.7018864,0.8554921
100793506,0.70503736,0.8554921
101794252,0.7044052,0.8554921
102796472,0.70795286,0.8554921
103797404,0.7031967,0.853385
104798131,0.7021974,0.853385
105801004,0.69999254,0.85542417
106803976,0.7143034,0.85542417
107805323,0.7076998,0.85542417
108806268,0.7056172,0.8572594
109808007,0.71737945,0.8572594
110814800,0.7159676,0.8572594
111815573,0.7138085,0.8572594
112816473,0.71117365,0.8572594
113817318,0.70540047,0.85515225
114823732,0.7146945,0.85515225
115824501,0.7128113,0.85542417
116828589,0.71577024,0.85542417
117831743,0.7254918,0.85474443
118832481,0.71892524,0.8572594
119835238,0.7174129,0.8572594
120836729,0.7133198,0.8572594
121837999,0.71470904,0.8572594
122845777,0.715675,0.85515225
123848543,0.7066053,0.85515225
124851566,0.70937574,0.85542417
125853937,0.7095872,0.85542417
126855179,0.7145972,0.85542417
127859633,0.6980915,0.8572594
128863587,0.7078539,0.8572594
129866928,0.70840436,0.8572594
130869287,0.7064377,0.8572594
131870174,0.7020696,0.85515225
132871127,0.7050088,0.85515225
133876830,0.70847505,0.85542417
134879214,0.70834315,0.85542417
135885797,0.70562243,0.85542417
136889636,0.7068083,0.8572594
137890127,0.70972717,0.8572594
138891846,0.70662045,0.8572594
139893538,0.7069042,0.8572594
140896313,0.7011769,0.8572594
141897766,0.7071541,0.85515225
142899220,0.70621234,0.85515225
143904629,0.71154565,0.85542417
145907747,0.7002849,0.85474443
146911766,0.71508634,0.8572594
147912952,0.71284086,0.8572594
148916061,0.70860493,0.8572594
149918960,0.71540904,0.8572594
150920458,0.7138524,0.85515225
151923635,0.71585864,0.85515225
152924583,0.71455836,0.85542417
153928672,0.71724296,0.85542417
154932818,0.71957433,0.85542417
155932643,0.7124226,0.8572594
156935418,0.7171277,0.8572594
157939227,0.71087873,0.8572594
158941519,0.70633006,0.8572594
159943950,0.70326,0.85515225
160950296,0.7134915,0.85515225
161950613,0.70986867,0.85542417
162951374,0.70976675,0.85542417
163955534,0.7098056,0.85542417
164956537,0.7107446,0.85474443
165957537,0.705927,0.8572594
166958713,0.70202553,0.8572594
167965550,0.69701755,0.8572594
168966256,0.7049445,0.8572594
169967328,0.7069603,0.85515225
170970160,0.7057532,0.85515225
171970127,0.70659983,0.85542417
172970878,0.7157445,0.85542417
173972860,0.70202875,0.85474443
174986290,0.70793056,0.8572594
175988576,0.69270796,0.8572594
176989482,0.6954274,0.8572594
