timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
66642669,32767,32767,32767,32767,32767,32767,32767
66646669,32767,32767,32767,32767,32767,32767,-226
66650669,32767,32767,32767,32767,32767,-56,32767
66654688,32767,32767,32767,32767,32767,32767,32767
66658668,32767,32767,32767,32767,-46,-40,-255
66662669,32767,32767,32767,32767,32767,32767,32767
66666669,32767,32767,32767,32767,32767,32767,-229
66670669,32767,32767,32767,32767,-55,-71,32767
66674682,32767,32767,32767,32767,32767,32767,32767
66678671,32767,32767,32767,32767,32767,-40,-247
66682669,32767,32767,32767,32767,-66,32767,-194
66686668,32767,32767,32767,32767,32767,32767,32767
66690669,32767,32767,32767,32767,32767,-72,32767
66694717,32767,32767,32767,32767,32767,32767,32767
66698669,32767,32767,32767,32767,32767,32767,-249
66702675,32767,32767,32767,32767,32767,32767,-194
66706670,32767,32767,32767,32767,-71,-40,32767
66710669,32767,32767,32767,32767,32767,32767,32767
66714691,32767,32767,32767,32767,-46,32767,-214
66718673,32767,32767,32767,32767,32767,-64,32767
66722675,32767,32767,32767,32767,32767,32767,32767
66726669,32767,32767,32767,32767,-55,-40,32767
66730669,32767,32767,32767,32767,32767,32767,-268
66734679,32767,32767,32767,32767,32767,32767,-215
66738677,32767,32767,32767,32767,32767,-56,32767
66741922,32767,32767,32767,32767,32767,32767,32767
66745869,32767,32767,32767,32767,32767,32767,-226
66749885,32767,32767,32767,32767,-67,-72,32767
66753869,32767,32767,32767,32767,32767,32767,32767
66757869,32767,32767,32767,32767,32767,-64,-246
66761892,32767,32767,32767,32767,-67,32767,32767
66765902,32767,32767,32767,32767,32767,-41,-225
66769118,32767,32767,32767,32767,32767,32767,32767
66773869,32767,32767,32767,32767,-59,32767,32767
66777869,32767,32767,32767,32767,32767,-64,32767
66781886,32767,32767,32767,32767,32767,32767,-282
66785888,32767,32767,32767,32767,32767,-40,32767
66789104,32767,32767,32767,32767,32767,32767,-260
66793871,32767,32767,32767,32767,-54,32767,32767
66797869,32767,32767,32767,32767,32767,-64,-239
66801900,32767,32767,32767,32767,32767,32767,32767
66805876,32767,32767,32767,32767,-68,-48,32767
66809879,32767,32767,32767,32767,32767,32767,-262
66813869,32767,32767,32767,32767,-47,32767,32767
66817869,32767,32767,32767,32767,32767,-72,-246
66821875,32767,32767,32767,32767,32767,32767,32767
66825869,32767,32767,32767,32767,32767,-40,32767
66829882,32767,32767,32767,32767,32767,32767,-245
66833869,32767,32767,32767,32767,32767,32767,-207
66837869,32767,32767,32767,32767,-54,-72,32767
66841869,32767,32767,32767,32767,32767,32767,32767
66845869,32767,32767,32767,32767,32767,-63,32767
66849875,32767,32767,32767,32767,-67,32767,-263
66853868,32767,32767,32767,32767,32767,-40,-207
66857869,32767,32767,32767,32767,-47,32767,32767
66861869,32767,32767,32767,32767,32767,32767,32767
66865869,32767,32767,32767,32767,32767,-64,-227
66869920,32767,32767,32767,32767,32767,32767,32767
66873872,32767,32767,32767,32767,32767,-39,-206
66877869,32767,32767,32767,32767,32767,32767,32767
66881868,32767,32767,32767,32767,-62,32767,32767
66885869,32767,32767,32767,32767,32767,-64,-227
66889909,32767,32767,32767,32767,32767,32767,32767
66893869,32767,32767,32767,32767,-60,-39,32767
66897872,32767,32767,32767,32767,32767,32767,-240
66901869,32767,32767,32767,32767,32767,32767,32767
66905869,32767,32767,32767,32767,-71,-72,32767
66909910,32767,32767,32767,32767,32767,32767,-259
66913869,32767,32767,32767,32767,32767,-39,32767
66917869,32767,32767,32767,32767,32767,32767,-242
66921869,32767,32767,32767,32767,32767,32767,32767
66925869,32767,32767,32767,32767,-58,-72,32767
66929880,32767,32767,32767,32767,32767,32767,-249
66933869,32767,32767,32767,32767,32767,-40,32767
66937875,32767,32767,32767,32767,-68,32767,32767
66941869,32767,32767,32767,32767,32767,-40,-264
66945869,32767,32767,32767,32767,32767,32767,32767
66949909,32767,32767,32767,32767,-69,32767,-264
66953880,32767,32767,32767,32767,32767,-64,-204
66957888,32767,32767,32767,32767,32767,32767,32767
66961869,32767,32767,32767,32767,32767,-40,32767
66965869,32767,32767,32767,32767,32767,32767,-227
66969869,32767,32767,32767,32767,32767,32767,32767
66973919,32767,32767,32767,32767,-61,-65,32767
66977877,32767,32767,32767,32767,32767,32767,-240
66981869,32767,32767,32767,32767,32767,-40,32767
66985868,32767,32767,32767,32767,-63,32767,-224
66989869,32767,32767,32767,32767,32767,32767,32767
66993877,32767,32767,32767,32767,32767,-72,32767
66997885,32767,32767,32767,32767,-59,32767,-245
67001869,32767,32767,32767,32767,32767,-40,32767
67005868,32767,32767,32767,32767,32767,32767,-227
67009873,32767,32767,32767,32767,32767,-32,32767
