timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
66658977,-2.6676319,3.1025229,0.04600078,0.0,0.0,-0.08
66690902,-2.6676025,3.1025584,0.046007656,0.0,0.0,-0.08
66722979,-2.6675055,3.1025603,0.046019636,0.0,0.0,-0.08
66754447,-2.667287,3.1024735,0.046035733,0.0,0.0,-0.08
66786169,-2.6672254,3.102185,0.046011932,0.0,0.0,-0.08
66814455,-2.6751268,3.093777,0.046104167,0.0,0.0,-0.08
66846116,-2.0936098,2.5982919,0.03711092,0.0,0.0,-0.08
66878419,-0.72582024,1.4115577,0.015830353,0.0,0.0,-0.08
66910155,0.2999442,0.2511903,-0.0012420283,0.0,0.0,-0.08
66942153,0.1765756,0.29474193,0.00044289278,0.0,0.0,-0.08
66974582,0.101741314,0.38250124,0.0017042021,0.0,0.0,-0.08
67006225,0.11514495,0.3750367,0.001515373,0.0,0.0,-0.08
67038387,0.1209324,0.36777842,0.0014408818,0.0,0.0,-0.08
67070145,0.11959539,0.36905628,0.0014609582,0.0,0.0,-0.08
67102216,0.11775009,0.36947235,0.0014452013,0.0,0.0,-0.08
67134144,0.12042913,0.36923227,0.0014745127,0.0,0.0,-0.08
67166151,0.120566845,0.36707604,0.0014677313,0.0,0.0,-0.08
67198159,0.11758171,0.36846757,0.0014366522,0.0,0.0,-0.08
67230187,0.116885886,0.36804307,0.0014266805,0.0,0.0,-0.08
67262132,0.119732566,0.36709908,0.0014576704,0.0,0.0,-0.08
67290121,0.12210868,0.36644655,0.001484046,0.0,0.0,-0.08
67322143,0.12160131,0.36586407,0.001475265,0.0,0.0,-0.08
67354393,0.119109035,0.3652349,0.0014427318,0.0,0.0,-0.08
67386170,0.119938254,0.36395153,0.0014476005,0.0,0.0,-0.08
67418157,0.123116806,0.36328453,0.0014831686,0.0,0.0,-0.08
67450137,0.121583715,0.36272916,0.001462256,0.0,0.0,-0.08
67482259,0.12190061,0.36001828,0.0014553346,0.0,0.0,-0.08
67514404,0.12681039,0.35593075,0.0014970447,0.0,0.0,-0.08
67542160,0.11815634,0.3535863,0.0013853068,0.0,0.0,-0.08
67574163,0.11258954,0.35135403,0.0013120235,0.0,0.0,-0.08
67606453,0.12641577,0.34972784,0.0014663214,0.0,0.0,-0.08
67638104,0.12436503,0.3501609,0.0014439475,0.0,0.0,-0.08
67670227,0.11622894,0.3510086,0.001353021,0.0,0.0,-0.08
67701349,0.12052967,0.34857962,0.0013934969,0.0,0.0,-0.08
