timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
66559232,23.739,23.767906,0.1736,0.2506536,0.0,4.889671,0.84634453,1.0213115,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
67062465,23.6078,23.753641,0.2852,0.22053683,0.0,4.916863,0.854436,1.0201666,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
67566603,23.4766,23.655691,1.3268,0.55055594,0.0,5.018947,0.83289343,1.0232204,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
68069560,23.5012,23.599348,0.79359996,0.7609597,0.0,5.1489654,0.8211556,1.0248921,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
68573266,23.5668,23.559402,0.992,0.8211273,0.0,5.2688794,0.8125501,1.0261211,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
69064841,23.493,23.530594,0.8928,0.87543803,0.0,5.3942547,0.8060704,1.0270485,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
69567937,23.5504,23.515966,0.95479995,0.89910644,0.0,5.522226,0.8031574,1.0274659,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
70072570,23.6242,23.506731,0.9176,0.91173375,0.0,5.65134,0.80135494,1.0277244,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
70575677,23.468401,23.502487,0.94240004,0.91545063,0.0,5.7799034,0.8007217,1.0278152,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
71079386,23.5258,23.497942,0.93,0.9205907,0.0,5.909201,0.7997728,1.0279514,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
71582424,23.4766,23.494574,0.94240004,0.92207086,0.0,6.0381413,0.79903275,1.0280576,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
72085599,23.493,23.494913,0.8804,0.92518646,0.0,6.1680317,0.7993203,1.0280163,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
72577802,23.3536,23.495043,0.9052,0.91877306,0.0,6.2930026,0.79947764,1.0279938,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
73080765,23.5094,23.489208,0.9672,0.92446935,0.0,6.4228363,0.79778963,1.028236,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
73581141,23.5668,23.48693,0.9176,0.92858887,0.0,6.552392,0.7971516,1.0283276,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
74083902,23.517601,23.489185,0.9672,0.9267471,0.0,6.6813293,0.79786927,1.0282246,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
