timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
66666908,-0.45973715,0.41761306,-3.1845214,0.0,0.026776355,0.20657751,0.21851705,-0.953341,0.0,0.0,-0.08,1,0,0,0,0,0
66766188,-0.45973715,0.41761306,-3.1845129,0.0,0.02678045,0.20657657,0.21851794,-0.9533409,0.0,0.0,-0.08,1,0,0,0,0,0
66870146,-0.13073303,0.16067599,-3.095956,0.0,0.02793481,0.078573816,0.06691948,-0.99426734,0.0,0.0,-0.08,1,0,0,0,0,0
66974407,-0.0025544206,0.0020024534,-3.0854151,0.0,0.028086312,0.00096496026,0.0013048251,-0.99960417,0.0,0.0,-0.08,1,0,0,0,0,0
67074152,-3.5059693e-05,1.667969e-05,-3.0852456,0.0,0.028169796,7.842724e-06,1.7757822e-05,-0.99960315,0.0,0.0,-0.08,1,0,0,0,0,0
67174174,1.1726424e-06,-1.4776163e-06,-3.0850308,0.0,0.02827716,-7.219332e-07,-6.069781e-07,-0.9996001,0.0,0.0,-0.08,1,0,0,0,0,0
67278184,2.7634261e-08,-2.4859157e-08,-3.0849872,0.0,0.028298967,-1.2033589e-08,-1.4163342e-08,-0.9995995,0.0,0.0,-0.08,1,0,0,0,0,0
67378223,5.804293e-11,4.4169676e-10,-3.0858486,0.0,0.027868433,2.2157139e-10,-2.2855495e-11,-0.9996116,0.0,0.0,-0.08,1,0,0,0,0,0
67482189,0.0,-0.0,-3.0848596,0.0,0.028362717,0.0,-0.0,-0.99959767,0.0,0.0,-0.08,1,0,0,0,0,0
67582250,0.0,-0.0,-3.0863538,0.0,0.027615925,0.0,-0.0,-0.9996186,0.0,0.0,-0.08,1,0,0,0,0,0
67682129,0.0,-0.0,-3.0862775,0.0,0.02765406,0.0,-0.0,-0.9996176,0.0,0.0,-0.08,1,0,0,0,0,0
67785354,0.0,-0.0,-3.0851724,0.0,0.028206378,0.0,-0.0,-0.99960214,0.0,0.0,-0.08,1,0,0,0,0,0
67885373,0.0,-0.0,-3.0851862,0.0,0.028199466,0.0,-0.0,-0.9996023,0.0,0.0,-0.08,1,0,0,0,0,0
67989312,0.0,-0.0,-3.0854743,0.0,0.028055519,0.0,-0.0,-0.9996064,0.0,0.0,-0.08,1,0,0,0,0,0
68089257,0.0,-0.0,-3.085885,0.0,0.027850201,0.0,-0.0,-0.9996121,0.0,0.0,-0.08,1,0,0,0,0,0
68193498,0.0,-0.0,-3.085778,0.0,0.027903706,0.0,-0.0,-0.9996106,0.0,0.0,-0.08,1,0,0,0,0,0
68293368,0.0,-0.0,-3.0856497,0.0,0.027967814,0.0,-0.0,-0.9996088,0.0,0.0,-0.08,1,0,0,0,0,0
68393386,0.0,-0.0,-3.0853643,0.0,0.028110452,0.0,-0.0,-0.9996048,0.0,0.0,-0.08,1,0,0,0,0,0
68496537,0.0,-0.0,-3.0850768,0.0,0.028254163,0.0,-0.0,-0.99960077,0.0,0.0,-0.08,1,0,0,0,0,0
68596457,0.0,-0.0,-3.085748,0.0,0.02791872,0.0,-0.0,-0.9996102,0.0,0.0,-0.08,1,0,0,0,0,0
68700493,0.0,-0.0,-3.0855117,0.0,0.02803681,0.0,-0.0,-0.9996069,0.0,0.0,-0.08,1,0,0,0,0,0
68804508,0.0,-0.0,-3.085251,0.0,0.028167054,0.0,-0.0,-0.9996032,0.0,0.0,-0.08,1,0,0,0,0,0
68904579,0.0,-0.0,-3.0853734,0.0,0.028105924,0.0,-0.0,-0.99960494,0.0,0.0,-0.08,1,0,0,0,0,0
69008600,0.0,-0.0,-3.08511,0.0,0.028237598,0.0,-0.0,-0.99960124,0.0,0.0,-0.08,1,0,0,0,0,0
69108628,0.0,-0.0,-3.0853424,0.0,0.028121416,0.0,-0.0,-0.9996045,0.0,0.0,-0.08,1,0,0,0,0,0
69208608,0.0,-0.0,-3.085286,0.0,0.028149657,0.0,-0.0,-0.99960375,0.0,0.0,-0.08,1,0,0,0,0,0
