timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
26699561,-2.853362,2.7380571,-0.010277256,0.0,0.0,-0.08
26727740,-2.8534663,2.7382178,-0.01027189,0.0,0.0,-0.08
26763658,-2.872486,2.7195349,-0.010214934,0.0,0.0,-0.08
26795581,-2.9330857,2.656682,-0.010079325,0.0,0.0,-0.08
26827700,-3.2536829,2.268988,-0.0091362,0.0,0.0,-0.08
26859799,-2.802029,1.0583501,-0.005173115,0.0,0.0,-0.08
26891608,-1.9894006,0.36027062,-0.002479674,0.0,0.0,-0.08
26923763,-0.8339201,-0.09760068,-0.0002516232,0.0,0.0,-0.08
26955655,-0.5440439,-0.049453724,-0.0001789826,0.0,0.0,-0.08
26987659,-0.28286985,-0.020964632,-7.429774e-05,0.0,0.0,-0.08
27018763,-0.061217185,-0.035941534,0.00012971718,0.0,0.0,-0.08
27047632,-0.07594242,-0.029247362,9.90117e-05,0.0,0.0,-0.08
27078724,-0.092629954,-0.020946741,6.352289e-05,0.0,0.0,-0.08
27111532,-0.09228824,-0.020317683,6.0700615e-05,0.0,0.0,-0.08
27142798,-0.091121174,-0.02218968,6.739338e-05,0.0,0.0,-0.08
27174754,-0.092157625,-0.02211736,6.765574e-05,0.0,0.0,-0.08
27206720,-0.09400106,-0.022141987,6.917598e-05,0.0,0.0,-0.08
27238871,-0.090937875,-0.02304392,6.928793e-05,0.0,0.0,-0.08
27270800,-0.09102047,-0.021897703,6.589849e-05,0.0,0.0,-0.08
27302743,-0.09375848,-0.021822477,6.787108e-05,0.0,0.0,-0.08
27334734,-0.092598565,-0.022057809,6.7764944e-05,0.0,0.0,-0.08
27366739,-0.09062578,-0.02274003,6.803677e-05,0.0,0.0,-0.08
27398751,-0.092758074,-0.022023883,6.737306e-05,0.0,0.0,-0.08
27430980,-0.09262082,-0.022498704,6.933264e-05,0.0,0.0,-0.08
27462800,-0.091035105,-0.02200407,6.637359e-05,0.0,0.0,-0.08
27494755,-0.091442786,-0.021996351,6.678711e-05,0.0,0.0,-0.08
27526853,-0.092869654,-0.021530347,6.608325e-05,0.0,0.0,-0.08
27558719,-0.0859435,-0.025105523,7.126929e-05,0.0,0.0,-0.08
27590856,-0.086638294,-0.025783567,7.373547e-05,0.0,0.0,-0.08
27622808,-0.08907262,-0.025886983,7.641934e-05,0.0,0.0,-0.08
27654934,-0.0857581,-0.025644343,7.2669725e-05,0.0,0.0,-0.08
27686705,-0.084373906,-0.026220428,7.357603e-05,0.0,0.0,-0.08
27718838,-0.08619017,-0.024552971,7.042765e-05,0.0,0.0,-0.08
27750702,-0.08134457,-0.02498463,6.760668e-05,0.0,0.0,-0.08
27782902,-0.08106458,-0.026203759,7.053935e-05,0.0,0.0,-0.08
27814705,-0.08909453,-0.02476028,7.2852185e-05,0.0,0.0,-0.08
27846737,-0.08954438,-0.023494955,6.9825226e-05,0.0,0.0,-0.08
27878706,-0.08311529,-0.022958148,6.296899e-05,0.0,0.0,-0.08
27910790,-0.08639152,-0.023133509,6.624328e-05,0.0,0.0,-0.08
27942939,-0.088563964,-0.024476197,7.1962844e-05,0.0,0.0,-0.08
27974780,-0.08401018,-0.024514247,6.831507e-05,0.0,0.0,-0.08
28006736,-0.08407854,-0.023815557,6.635691e-05,0.0,0.0,-0.08
28038738,-0.08602488,-0.023079375,6.5532135e-05,0.0,0.0,-0.08
28070774,-0.08560221,-0.024785131,7.011663e-05,0.0,0.0,-0.08
28102789,-0.084331594,-0.027277738,7.6374956e-05,0.0,0.0,-0.090566546
28134712,-0.09067553,-0.028928928,8.674914e-05,0.0,0.0,-0.0964614
28166963,-0.09240602,-0.027978253,-0.00266425,0.0,0.0,-0.11836694
28198784,-0.08654706,-0.02610165,-0.004910517,0.0,0.0,-0.12788795
28230703,-0.08914612,-0.02651705,-0.006047963,0.0,0.0,-0.13482556
28262814,-0.09163894,-0.02845836,-0.0075366823,0.0,0.0,-0.14852011
28294745,-0.08852757,-0.03059015,-0.007764094,0.0,0.0,-0.15901165
28326891,-0.087306604,-0.03007454,-0.006817868,0.0,0.0,-0.15745066
28358744,-0.09025608,-0.031706292,-0.0067732036,0.0,0.0,-0.15670294
28390892,-0.08768368,-0.035067137,-0.0074231736,0.0,0.0,-0.15688956
28422832,-0.09085417,-0.03641387,-0.007245672,0.0,0.0,-0.15694192
28454905,-0.084772125,-0.035131846,-0.007512407,0.0,0.0,-0.16012916
28486710,-0.08564075,-0.041180063,-0.0071856584,0.0,0.0,-0.17081201
