timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
26683292,32767,32767,32767,32767,-62,32767,-20
26687292,32767,32767,32767,32767,32767,-72,32767
26691270,32767,32767,32767,32767,32767,32767,32767
26695278,32767,32767,32767,32767,-54,32767,-1
26699276,32767,32767,32767,32767,32767,32767,32767
26703295,32767,32767,32767,32767,32767,-40,-6
26707300,32767,32767,32767,32767,-71,32767,32767
26711272,32767,32767,32767,32767,32767,32767,-22
26715279,32767,32767,32767,32767,32767,-64,32767
26719277,32767,32767,32767,32767,32767,32767,32767
26723311,32767,32767,32767,32767,32767,-41,-8
26727304,32767,32767,32767,32767,-50,32767,32767
26731270,32767,32767,32767,32767,32767,32767,32767
26735302,32767,32767,32767,32767,32767,-65,-28
26739276,32767,32767,32767,32767,-60,32767,32767
26743301,32767,32767,32767,32767,32767,-41,32767
26747270,32767,32767,32767,32767,-36,32767,-12
26751270,32767,32767,32767,32767,32767,32767,32767
26755270,32767,32767,32767,32767,32767,-72,32767
26759277,32767,32767,32767,32767,32767,32767,-12
26763318,32767,32767,32767,32767,32767,-41,-22
26767280,32767,32767,32767,32767,32767,32767,32767
26771270,32767,32767,32767,32767,-67,32767,-14
26775270,32767,32767,32767,32767,32767,-72,32767
26779276,32767,32767,32767,32767,-42,32767,32767
26783309,32767,32767,32767,32767,32767,-41,-30
26787318,32767,32767,32767,32767,32767,32767,32767
26791300,32767,32767,32767,32767,-58,-40,32767
26795307,32767,32767,32767,32767,32767,32767,-24
26799270,32767,32767,32767,32767,32767,32767,32767
26803271,32767,32767,32767,32767,32767,-64,32767
26807284,32767,32767,32767,32767,32767,32767,-10
26811270,32767,32767,32767,32767,-51,-40,32767
26815315,32767,32767,32767,32767,32767,32767,-22
26819299,32767,32767,32767,32767,32767,32767,32767
26823316,32767,32767,32767,32767,-63,-65,32767
26827277,32767,32767,32767,32767,32767,32767,-27
26831269,32767,32767,32767,32767,-34,-40,32767
26835320,32767,32767,32767,32767,32767,32767,-14
26839270,32767,32767,32767,32767,32767,32767,32767
26843293,32767,32767,32767,32767,32767,-72,-19
26847320,32767,32767,32767,32767,32767,32767,32767
26851280,32767,32767,32767,32767,32767,-39,-13
26855289,32767,32767,32767,32767,-58,32767,32767
26859270,32767,32767,32767,32767,32767,32767,32767
26863301,32767,32767,32767,32767,32767,-73,-22
26867277,32767,32767,32767,32767,-67,32767,32767
26871312,32767,32767,32767,32767,32767,-41,-23
26875293,32767,32767,32767,32767,-51,32767,32767
26879270,32767,32767,32767,32767,32767,32767,32767
26883318,32767,32767,32767,32767,32767,32767,-28
26887270,32767,32767,32767,32767,32767,32767,32767
26891273,32767,32767,32767,32767,32767,-64,32767
26895276,32767,32767,32767,32767,-34,32767,-19
26899270,32767,32767,32767,32767,32767,-40,32767
26903290,32767,32767,32767,32767,32767,32767,-19
26907270,32767,32767,32767,32767,-52,32767,32767
26911270,32767,32767,32767,32767,32767,-64,-6
26915276,32767,32767,32767,32767,32767,32767,32767
26919269,32767,32767,32767,32767,-67,-40,-11
26923312,32767,32767,32767,32767,32767,32767,32767
26927273,32767,32767,32767,32767,32767,32767,32767
26931306,32767,32767,32767,32767,32767,-57,-15
26935293,32767,32767,32767,32767,32767,32767,32767
26939270,32767,32767,32767,32767,-62,-40,-23
26943278,32767,32767,32767,32767,32767,32767,32767
26947276,32767,32767,32767,32767,32767,32767,32767
26951290,32767,32767,32767,32767,-58,-72,32767
26955289,32767,32767,32767,32767,32767,32767,-23
26959270,32767,32767,32767,32767,32767,-40,32767
26963298,32767,32767,32767,32767,-68,32767,-13
26967269,32767,32767,32767,32767,32767,32767,32767
26971302,32767,32767,32767,32767,32767,-73,32767
26975286,32767,32767,32767,32767,32767,32767,-17
26979270,32767,32767,32767,32767,32767,32767,32767
26983288,32767,32767,32767,32767,-52,32767,-31
26987320,32767,32767,32767,32767,32767,-41,32767
26991269,32767,32767,32767,32767,32767,32767,-27
26995270,32767,32767,32767,32767,-62,32767,32767
26999270,32767,32767,32767,32767,32767,-48,-8
27003345,32767,32767,32767,32767,32767,32767,32767
27007270,32767,32767,32767,32767,-68,-39,32767
27011283,32767,32767,32767,32767,32767,32767,32767
27015272,32767,32767,32767,32767,32767,32767,-25
27018505,32767,32767,32767,32767,32767,-49,-5
27022531,32767,32767,32767,32767,32767,32767,32767
27027269,32767,32767,32767,32767,-52,-39,32767
27031278,32767,32767,32767,32767,32767,32767,-1
27035270,32767,32767,32767,32767,32767,32767,32767
27039281,32767,32767,32767,32767,-54,-71,-9
27043319,32767,32767,32767,32767,32767,32767,32767
27047270,32767,32767,32767,32767,32767,-48,32767
27051285,32767,32767,32767,32767,-69,32767,-25
27055272,32767,32767,32767,32767,32767,32767,32767
27059287,32767,32767,32767,32767,32767,-72,-5
27063301,32767,32767,32767,32767,32767,32767,32767
27067273,32767,32767,32767,32767,32767,-48,32767
27070504,32767,32767,32767,32767,-45,32767,-15
27074470,32767,32767,32767,32767,32767,32767,32767
27078474,32767,32767,32767,32767,32767,-72,32767
27082478,32767,32767,32767,32767,-54,32767,32767
27087270,32767,32767,32767,32767,32767,-48,-31
27091297,32767,32767,32767,32767,32767,32767,32767
27095270,32767,32767,32767,32767,-59,-40,-22
27099303,32767,32767,32767,32767,32767,32767,32767
27103294,32767,32767,32767,32767,32767,32767,-26
27107270,32767,32767,32767,32767,32767,-48,32767
27111289,32767,32767,32767,32767,32767,32767,-28
27115270,32767,32767,32767,32767,-42,-40,32767
27119270,32767,32767,32767,32767,32767,32767,-7
27123282,32767,32767,32767,32767,32767,32767,32767
27127320,32767,32767,32767,32767,-60,-73,32767
27131289,32767,32767,32767,32767,32767,32767,32767
27135270,32767,32767,32767,32767,32767,-48,-6
27138489,32767,32767,32767,32767,-62,32767,-4
27142470,32767,32767,32767,32767,32767,32767,32767
27146469,32767,32767,32767,32767,32767,-64,32767
27150476,32767,32767,32767,32767,32767,32767,32767
27154469,32767,32767,32767,32767,32767,-40,-21
27158474,32767,32767,32767,32767,-54,32767,32767
27162470,32767,32767,32767,32767,32767,32767,32767
27166483,32767,32767,32767,32767,32767,-64,-19
27170490,32767,32767,32767,32767,-62,32767,32767
27174470,32767,32767,32767,32767,32767,-40,-28
27178486,32767,32767,32767,32767,-44,32767,32767
27182472,32767,32767,32767,32767,32767,32767,32767
27186470,32767,32767,32767,32767,32767,-72,-18
27190486,32767,32767,32767,32767,32767,32767,32767
