timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
26603835,23.7554,23.7781,0.248,0.29382196,0.0,2.0310354,0.85015064,1.0207727,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
27095748,23.575,23.762684,0.372,0.25779012,0.0,2.0617335,0.8574124,1.0197462,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
27610953,23.493,23.688374,0.97959995,0.49183115,0.0,2.1505203,0.8431049,1.0217706,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
28103208,23.3782,23.614342,1.1035999,0.7526396,0.0,2.2813098,0.8258925,1.0242168,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
28607005,22.9682,23.3959,2.6164,1.5237032,0.0,2.5608697,0.77756554,1.0311481,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
29110210,22.9764,23.261736,2.356,2.0301554,0.0,2.8999107,0.75490767,1.0344301,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
29614197,22.4434,23.05025,3.6332,2.6985848,0.0,3.3279636,0.7099233,1.0410086,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
30118212,22.304,22.872591,4.1043997,3.2153296,0.0,3.8292737,0.67385966,1.0463433,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
30610255,21.6726,22.567719,5.828,4.475784,0.0,4.550625,0.6052175,1.0566496,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
31113452,22.099,22.280966,6.1008,5.266291,0.0,5.3689647,0.53776413,1.0669771,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
