timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
26801268,26797089,80000.0,1.0,12.5558405,23.305,0.0,1,240,18,4,0,2,0,0,1,1,43
27389611,27388390,80000.0,1.0,12.5558405,23.305,0.0,255,0,6,4,0,2,0,0,1,1,43
27640359,0,1200.0,0.25786987,0.0,0.49157968,0.0,0,0,0,0,0,0,0,1,0,1,36
27797351,27796277,80000.0,1.0,12.975517,24.821644,0.0,1,240,18,4,0,2,0,0,1,1,43
28388761,28388138,80000.0,1.0,12.975517,24.821644,0.0,255,0,6,4,0,2,0,0,1,1,43
28648629,0,1200.0,0.25786987,0.0,0.49699065,0.0,0,0,0,0,0,0,0,1,0,1,36
28801502,28796307,80000.0,1.0,12.960272,24.90499,0.0,1,240,18,4,0,2,0,0,1,1,43
29392966,29392560,80000.0,1.0,12.960272,24.90499,0.0,255,0,6,4,0,2,0,0,1,1,43
29653321,0,1200.0,0.25786987,0.0,0.4484091,0.0,0,0,0,0,0,0,0,1,0,1,36
29807842,29804118,80000.0,1.0,12.997971,24.94448,0.0,1,240,18,4,0,2,0,0,1,1,43
30387757,30385349,80000.0,1.0,12.997971,24.94448,0.0,255,0,6,4,0,2,0,0,1,1,43
30656609,0,1200.0,0.25786987,0.0,0.3749076,0.0,0,0,0,0,0,0,0,1,0,1,36
30801459,30800193,80000.0,1.0,13.081856,24.828749,0.0,1,240,18,4,0,2,0,0,1,1,43
31391659,31391367,80000.0,1.0,13.081856,24.828749,0.0,255,0,6,4,0,2,0,0,1,1,43
31656649,0,1200.0,0.25786987,0.0,0.34492072,0.0,0,0,0,0,0,0,0,1,0,1,36
31796113,31795619,80000.0,1.0,13.019947,24.964285,0.0,1,240,18,4,0,2,0,0,1,1,43
32390247,32387402,80000.0,1.0,13.019947,24.964285,0.0,255,0,6,4,0,2,0,0,1,1,43
32662936,0,1200.0,0.25786987,0.0,0.66960084,0.0,0,0,0,0,0,0,0,1,0,1,36
32803576,32800174,80000.0,1.0,13.004897,25.061499,0.0,1,240,18,4,0,2,0,0,1,1,43
33397368,33395049,80000.0,1.0,13.004897,25.061499,0.0,255,0,6,4,0,2,0,0,1,1,43
33670065,0,1200.0,0.25786987,0.0,0.36629888,0.0,0,0,0,0,0,0,0,1,0,1,36
33802398,33800961,80000.0,1.0,13.129518,24.861576,0.0,1,240,18,4,0,2,0,0,1,1,43
34391721,34391065,80000.0,1.0,13.129518,24.861576,0.0,255,0,6,4,0,2,0,0,1,1,43
35401948,35398086,80000.0,1.0,12.985393,25.04796,0.0,255,0,6,4,0,2,0,0,1,1,43
35689883,0,1200.0,0.25786987,0.0,0.5429369,0.0,0,0,0,0,0,0,0,1,0,1,36
35801250,35799061,80000.0,1.0,12.98437,24.862606,0.0,1,240,18,4,0,2,0,0,1,1,43
36393248,36392403,80000.0,1.0,12.98437,24.862606,0.0,255,0,6,4,0,2,0,0,1,1,43
36690368,0,1200.0,0.25786987,0.0,0.4467958,0.0,0,0,0,0,0,0,0,1,0,1,36
36801585,36798225,80000.0,1.0,13.000606,24.913582,0.0,1,240,18,4,0,2,0,0,1,1,43
37397223,37396620,80000.0,1.0,13.000606,24.913582,0.0,255,0,6,4,0,2,0,0,1,1,43
37697458,0,1200.0,0.25786987,0.0,0.34359583,0.0,0,0,0,0,0,0,0,1,0,1,36
37797071,37796806,80000.0,1.0,12.97967,24.83956,0.0,1,240,18,4,0,2,0,0,1,1,43
38397791,38393105,80000.0,1.0,12.97967,24.83956,0.0,255,0,6,4,0,2,0,0,1,1,43
38698146,0,1200.0,0.25786987,0.0,0.3006993,0.0,0,0,0,0,0,0,0,1,0,1,36
38796926,38796541,80000.0,1.0,13.089271,25.127695,0.0,1,240,18,4,0,2,0,0,1,1,43
39396294,39395989,80000.0,1.0,13.089271,25.127695,0.0,255,0,6,4,0,2,0,0,1,1,43
39707863,0,1200.0,0.25786987,0.0,0.80821043,0.0,0,0,0,0,0,0,0,1,0,1,36
39799990,39799038,80000.0,1.0,12.968768,24.898401,0.0,1,240,18,4,0,2,0,0,1,1,43
40395472,40394924,80000.0,1.0,12.968768,24.898401,0.0,255,0,6,4,0,2,0,0,1,1,43
40716301,0,1200.0,0.25786987,0.0,0.29846513,0.0,0,0,0,0,0,0,0,1,0,1,36
40799995,40797070,80000.0,1.0,13.096576,25.058002,0.0,1,240,18,4,0,2,0,0,1,1,43
41394534,41394072,80000.0,1.0,13.096576,25.058002,0.0,255,0,6,4,0,2,0,0,1,1,43
41716317,0,1200.0,0.25786987,0.0,0.29846513,0.0,0,0,0,0,0,0,0,1,0,1,36
