timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
26348160,0.19206582,0.0057403008,0.08699544
176428791,0.297855,0.0056647095,0.08655928
176634623,0.13932016,0.0069181514,0.07540915
176836902,0.23394252,0.007958958,0.07200588
177036960,0.2066419,0.0065424186,0.06859575
177240402,0.18953003,0.009197704,0.06833763
