timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
26603146,5.104687,0.0,0,0,1,0,0,0,0
27103153,5.0869627,0.0,0,0,1,0,0,0,0
27613175,5.093408,0.0,0,0,1,0,0,0,0
28113159,5.0901856,0.0,0,0,1,0,0,0,0
28613177,5.082129,0.0,0,0,1,0,0,0,0
29113143,5.0805173,0.0,0,0,1,0,0,0,0
29613147,5.078906,0.0,0,0,1,0,0,0,0
30113143,5.0724607,0.0,0,0,1,0,0,0,0
30613143,5.064404,0.0,0,0,1,0,0,0,0
31113178,5.0595703,0.0,0,0,1,0,0,0,0
31613153,5.054736,0.0,0,0,1,0,0,0,0
32113144,5.0595703,0.0,0,0,1,0,0,0,0
32623185,5.0482907,0.0,0,0,1,0,0,0,0
33123177,5.0563474,0.0,0,0,1,0,0,0,0
33623153,5.0563474,0.0,0,0,1,0,0,0,0
34123147,5.041846,0.0,0,0,1,0,0,0,0
35123182,5.0321774,0.0,0,0,1,0,0,0,0
35633143,5.0208983,0.0,0,0,1,0,0,0,0
36133189,5.040234,0.0,0,0,1,0,0,0,0
36643147,5.0354004,0.0,0,0,1,0,0,0,0
37143146,5.017676,0.0,0,0,1,0,0,0,0
37643231,5.0321774,0.0,0,0,1,0,0,0,0
38143169,5.0273438,0.0,0,0,1,0,0,0,0
38643176,5.0080075,0.0,0,0,1,0,0,0,0
39143165,5.0208983,0.0,0,0,1,0,0,0,0
39643146,5.0225096,0.0,0,0,1,0,0,0,0
40153153,5.024121,0.0,0,0,1,0,0,0,0
40653144,5.003174,0.0,0,0,1,0,0,0,0
41153153,5.014453,0.0,0,0,1,0,0,0,0
41653170,5.017676,0.0,0,0,1,0,0,0,0
42153143,4.9838376,0.0,0,0,1,0,0,0,0
42653188,5.016064,0.0,0,0,1,0,0,0,0
43153143,5.014453,0.0,0,0,1,0,0,0,0
43653143,5.0080075,0.0,0,0,1,0,0,0,0
44163176,5.009619,0.0,0,0,1,0,0,0,0
44663166,5.016064,0.0,0,0,1,0,0,0,0
45163146,5.0063963,0.0,0,0,1,0,0,0,0
45663143,5.004785,0.0,0,0,1,0,0,0,0
46163188,5.019287,0.0,0,0,1,0,0,0,0
46673177,5.017676,0.0,0,0,1,0,0,0,0
47173150,5.019287,0.0,0,0,1,0,0,0,0
47673147,5.0015626,0.0,0,0,1,0,0,0,0
49183153,5.0225096,0.0,0,0,1,0,0,0,0
49683151,4.9983397,0.0,0,0,1,0,0,0,0
50193182,5.0015626,0.0,0,0,1,0,0,0,0
50693143,5.009619,0.0,0,0,1,0,0,0,0
51193186,5.009619,0.0,0,0,1,0,0,0,0
51693149,4.993506,0.0,0,0,1,0,0,0,0
52193143,5.016064,0.0,0,0,1,0,0,0,0
52703160,5.014453,0.0,0,0,1,0,0,0,0
53203156,5.009619,0.0,0,0,1,0,0,0,0
53713143,5.0208983,0.0,0,0,1,0,0,0,0
54213149,5.0063963,0.0,0,0,1,0,0,0,0
54713176,5.0208983,0.0,0,0,1,0,0,0,0
55213143,5.0273438,0.0,0,0,1,0,0,0,0
55713143,5.004785,0.0,0,0,1,0,0,0,0
56213165,5.019287,0.0,0,0,1,0,0,0,0
56713143,5.0225096,0.0,0,0,1,0,0,0,0
57213147,4.9967284,0.0,0,0,1,0,0,0,0
57723161,4.9854493,0.0,0,0,1,0,0,0,0
58223164,5.003174,0.0,0,0,1,0,0,0,0
58723150,5.009619,0.0,0,0,1,0,0,0,0
59223157,4.9918942,0.0,0,0,1,0,0,0,0
